호선명,역명,4시승차,4시하차,5시승차,5시하차,6시승차,6시하차,7시승차,7시하차,8시승차,8시하차,9시승차,9시하차,10시승차,10시하차,11시승차,11시하차,12시승차,12시하차,13시승차,13시하차,14시승차,14시하차,15시승차,15시하차,16시승차,16시하차,17시승차,17시하차,18시승차,18시하차,19시승차,19시하차,20시승차,20시하차,21시승차,21시하차,22시승차,22시하차,23시승차,23시하차,0시승차,0시하차,1시승차,1시하차,2시승차,2시하차,3시승차,3시하차
5호선,방화,1,0,5483,8,12649,3782,35085,6284,29925,17387,16316,8609,13056,6405,12586,6495,13340,8007,12531,8418,11028,9577,11525,10905,12766,13669,12362,14509,13547,22254,6561,24823,4871,16094,4019,13951,2785,13923,1199,8922,228,3495,1,364,0,0,0,0
5호선,개화산,0,0,4714,144,8530,5397,25810,7706,22226,20886,12103,7795,8570,5385,8226,5469,8841,6879,9062,6690,7509,7115,8028,8001,9166,9126,13589,11755,18218,16901,8415,17771,5403,10584,3953,10854,3665,10146,1027,5695,156,2294,4,189,0,0,0,0
5호선,김포공항,1,0,573,2604,2650,9531,8239,15226,9854,18086,9199,12945,8151,13027,11056,15232,11400,16016,13316,17959,15663,16136,18758,14838,18720,15590,24819,16436,33354,16801,21601,11187,17575,5820,16867,3695,13800,2417,4900,1189,405,517,0,9,0,0,0,0
5호선,송정,17,0,5241,2560,11067,7561,33984,11205,35247,18285,20934,10434,15683,9207,14272,9340,14103,10722,13313,10823,12619,12503,12691,13141,14964,17233,18179,20122,20865,29361,12029,28208,8553,18025,8036,15628,6602,15030,3395,9316,530,3026,0,0,0,0,0,0
5호선,마곡,1,0,2324,2172,7288,11165,27515,9788,25776,26920,12700,11859,8784,5946,7649,4810,7660,5890,7860,6798,7263,6693,9188,7574,14267,8936,20821,11037,22004,18013,10077,17521,6573,9650,5365,8946,4031,9428,1797,5776,296,2193,0,0,0,0,0,0
5호선,발산,3,0,3870,3390,10522,20644,32445,31374,32906,98820,18478,53886,17381,26127,20475,27285,23705,26951,26467,28600,28603,24244,33446,25112,41491,26555,61029,33018,79693,50035,39932,43413,32268,22212,32199,17420,26170,15700,10635,9025,1429,3423,0,0,0,0,0,0
5호선,우장산,2,1,7241,1103,24283,5262,68541,18056,68383,24415,35534,17235,27523,14886,26969,15455,28315,18126,26647,20833,22722,22562,24221,25067,28310,30181,26333,34549,23823,58635,14627,55257,11107,31651,10131,29082,7544,31393,2971,17871,407,6119,0,0,0,0,0,0
5호선,화곡,131,0,26714,2026,46361,11219,136972,15501,174491,34145,79895,31184,50773,21207,46287,22586,46715,26333,44015,28458,37379,33621,35984,40550,39501,50587,43065,69887,45628,126538,28224,117577,21089,66517,18601,60961,15041,61556,6709,35835,950,12362,0,1,0,0,0,0
5호선,까치산,178,0,27442,1418,47674,11031,150617,13222,179479,25425,87057,21667,52362,21142,45475,22681,46692,26273,42595,30497,36515,33922,34306,45257,35308,55882,37123,72117,38262,128296,24856,121730,19336,73489,16078,69899,13146,64890,6593,40363,1087,12594,1,508,0,0,0,0
5호선,신정(은행정),22,0,12563,910,23697,4375,69494,9451,87541,15204,38092,9611,20664,7658,17302,7385,17291,8794,16305,9766,13444,10906,12639,13310,13816,17193,16216,22003,18695,38230,10629,34094,7052,21269,6591,20388,5653,20663,1931,13691,312,3852,0,0,0,0,0,0
5호선,목동,6,0,8959,1447,24371,7933,72902,20252,87541,34911,40625,27484,28818,19964,27951,17229,27531,21722,27105,25170,24790,28328,25721,29548,27723,36669,32061,50550,38542,93376,20822,77275,17379,41677,17396,39775,20910,39237,7132,23981,1033,7108,0,0,0,0,0,0
5호선,오목교(목동운동장앞),12,0,5526,2038,17991,10282,56671,26316,68714,87462,34719,64615,26872,37710,29165,37168,32493,40656,34080,43749,35014,41194,39939,41624,47030,46286,54626,57996,88091,92599,47811,68925,49202,35618,37683,30618,33234,29234,11973,17587,1670,5716,0,0,0,0,0,0
5호선,양평,1,0,2674,942,7251,3371,24253,9064,29366,41794,12435,14958,8308,6828,7139,5781,7945,6266,8389,6559,7523,6280,7591,7296,8394,8082,13510,10955,35007,21561,11308,17407,6992,10305,5625,9740,4292,9226,1796,6012,240,2075,0,0,0,0,0,0
5호선,영등포구청,0,0,1192,632,2567,1887,8214,5467,12424,22070,5692,10822,3810,5287,4264,4363,4339,4100,4838,4735,4655,4661,5358,4559,6044,4994,8698,6082,18225,11097,7521,7156,4581,4173,3951,4051,3288,3975,1487,2313,287,647,0,0,0,0,0,0
5호선,영등포시장,5,0,3058,881,5859,6444,20620,14462,29474,44899,13674,23976,10046,16825,11301,16537,13317,18612,13872,22633,14607,20124,18144,15575,23971,15698,29286,17864,41256,29472,19686,20198,15012,11580,12789,10677,9398,10189,4145,6697,569,1582,0,0,0,0,0,0
5호선,신길,38,1,2507,518,3349,2964,11383,5538,18208,16975,6718,6929,3644,2784,3470,2739,3846,2974,3948,3700,3298,3468,3396,3797,4853,4491,7234,7958,13462,15233,5157,9491,3032,6549,3060,7118,2381,6818,1223,4501,231,1179,0,0,0,0,0,0
5호선,여의도,8,0,2553,2884,4618,29837,11052,142301,16095,251139,12985,75722,13489,30268,20103,29311,18765,25638,23951,31203,26454,23706,33414,23201,41925,22768,112619,29064,204304,43559,67706,23842,48412,12500,49770,9806,33089,8480,12385,5441,1574,2738,0,0,0,0,0,0
5호선,여의나루,79,0,2033,1643,3297,14220,6757,31944,10508,68957,6909,18130,5550,10198,6324,9670,9000,10457,9019,12031,10594,12994,13700,14506,19060,18121,37306,25272,57673,34774,26432,28933,28313,18414,36804,12097,34770,7566,15838,3617,1298,1162,0,0,0,0,0,0
5호선,마포,13,0,3080,1234,9238,8398,29082,24141,43844,82527,21224,39572,16442,18954,17008,17660,18404,16402,21432,18683,19213,17124,20610,16822,22720,20304,34068,27261,68645,51926,26556,32877,21681,17732,23747,15604,17953,14940,7928,9353,1072,2882,0,0,0,0,0,0
5호선,공덕,8,1,2592,966,6314,8175,21990,33096,36399,102728,15966,45823,13316,17203,16055,18114,18379,16472,20752,17991,19575,15944,20044,16661,24915,18709,41466,26257,81891,52696,29766,29209,22599,15532,23464,14339,20165,13473,8701,8221,1264,2588,0,0,0,0,0,0
5호선,애오개,0,0,2972,545,6280,4010,21850,10401,31007,35857,14240,14354,10353,9338,10558,7575,10861,8015,11504,9998,11010,9235,11729,10121,12287,10959,15471,13916,27517,25515,10151,17526,7963,10540,6970,9962,5375,10268,1986,6127,257,3239,1,497,0,0,0,0
5호선,충정로(경기대입구),8,0,1410,372,2516,3469,6112,7349,8959,38851,5260,17284,4330,5189,5381,4240,5716,4175,5868,4964,5972,5000,6708,4893,7845,5229,13495,5894,32413,9734,9618,6486,6327,4022,5770,4133,4049,4239,1726,2763,284,829,0,99,0,0,0,0
5호선,서대문,17,0,3497,1742,6622,18851,19556,58321,26851,174283,18275,50635,17895,24958,22674,21510,22741,20951,22766,25250,25028,21964,29959,17245,38595,18322,56971,22432,128740,31572,36713,19650,27058,12306,25316,12396,17808,10927,7079,6545,825,2129,3,36,0,0,0,0
5호선,광화문(세종문화회관),8,1,1427,798,4011,29015,11270,90693,17476,341185,15623,124375,17926,57358,26563,57680,31712,52362,44912,62063,50788,51060,59781,42619,74578,40686,119420,50227,264109,65899,100491,34223,76872,13611,83533,9955,61622,7910,23869,4403,2325,1468,0,3,0,0,0,0
5호선,종로3가,13,0,1693,504,2403,7087,3823,17443,6287,51690,7268,48844,10364,35885,15564,38498,22324,39013,28156,38401,32059,33799,35591,29317,43498,28419,50058,30354,70960,37132,45105,21969,37663,10462,40391,8021,33628,6532,15612,4524,2062,1631,0,15,0,0,0,0
5호선,을지로4가,0,0,541,374,725,5676,1646,16245,2137,43077,3106,19973,3762,12651,5279,11132,6001,10034,7954,8575,9022,8311,10078,7036,11440,6702,20561,6069,35950,6452,18448,3655,10129,1931,8063,1532,5826,1390,2789,905,401,339,0,4,0,0,0,0
5호선,동대문역사문화공원,0,0,264,397,663,2998,1040,9939,2073,38343,2448,12274,2676,4536,3542,3631,2686,3228,2731,3899,3132,3406,3864,3196,4369,3025,10913,3266,23978,3650,10169,2502,5319,1621,4399,1776,3239,1863,1219,1306,263,396,0,3,0,0,0,0
5호선,청구,4,0,1739,342,3553,2130,7674,4471,13751,17332,8203,9313,5869,4301,6776,4258,6317,4516,6463,5139,6200,4906,5991,5587,7070,5977,8664,7968,15602,11847,9812,9256,5955,5872,4966,5799,4016,5655,1999,3650,360,1219,0,0,0,0,0,0
5호선,신금호,16,0,3347,403,7925,3200,24394,9887,34366,13742,16246,8543,10999,6552,9997,6345,10990,7296,10148,8101,8874,8854,8926,10193,11196,12301,10593,15812,11724,28338,8352,21168,6052,12646,4992,11996,3665,12040,1452,7858,347,2747,0,0,0,0,0,0
5호선,행당,2,0,4852,850,13759,2740,37650,5469,53197,9800,24312,7762,15096,6396,13401,7271,13203,9110,12485,9156,10607,10715,10334,12031,11226,14692,11505,19353,12347,34969,7740,26655,5854,15951,4848,15170,4586,15982,1392,8693,277,2774,0,0,0,0,0,0
5호선,왕십리(성동구청),40,0,2379,518,2752,2919,6912,6372,11293,21723,6301,11464,5258,7992,6429,8587,7267,9382,7791,10021,8326,9622,9339,10249,10225,10249,12071,13386,17633,20931,10672,14372,9196,7476,10297,6360,8522,5855,4183,3615,669,2390,0,891,0,0,0,0
5호선,마장,1,0,3182,920,6724,4553,18321,8285,25975,18647,13320,9340,9852,7120,8789,7193,9227,7468,9282,7664,8780,6575,9120,7912,10268,9131,11922,12584,14659,19610,9290,15224,6584,9318,5748,8396,4689,8608,1699,5316,229,1765,0,78,0,0,0,0
5호선,답십리,19,1,11040,1318,19766,8305,63932,14065,89059,41475,39836,19195,23407,14938,21078,14806,22064,16820,22284,19424,20058,20258,20721,21808,23929,24972,28939,34223,39771,60271,22787,49055,14396,28161,13042,26744,9130,25971,4466,17226,652,5201,0,3,0,0,0,0
5호선,장한평,14,0,7457,1071,19213,12940,55513,24165,76751,76751,38118,34002,24934,22704,22022,22355,23821,23612,24438,26324,22996,23815,26646,24447,32591,27477,40704,36689,72231,61210,36640,53055,21918,29462,16358,27402,12567,25059,5901,17537,735,5535,1,150,0,0,0,0
5호선,군자(능동),85,0,8506,990,12035,7206,37964,9333,55039,25309,23339,18505,14566,12067,13417,11856,14842,13095,15500,15128,13675,15501,13726,18210,16381,20870,20214,30331,25951,53125,16613,42936,13270,23445,13173,20625,11994,20904,6128,14142,1092,7068,0,1410,0,0,0,0
5호선,아차산(어린이대공원후문),0,0,10268,1401,18182,6658,49515,13548,71726,27826,35478,19516,22967,16685,22054,15852,24691,18683,24914,19221,22346,18694,22856,22374,24154,27259,26121,34601,28197,54819,18458,47393,13257,27996,12526,25268,9546,24687,3966,14812,594,4666,0,0,0,0,0,0
5호선,광나루(장신대),3,0,5549,2174,17102,9513,47636,15469,56363,36817,31360,20956,21329,17192,20808,14529,21124,17833,21986,18519,19789,17554,21800,18742,24707,23179,27499,27850,37436,42976,18355,35678,15575,21383,14694,20388,12161,20449,4033,12610,581,3162,0,0,0,0,0,0
5호선,천호(풍납토성),33,1,9022,1824,13474,13818,33452,22218,39696,39928,24933,41444,24278,31751,27831,32733,32111,33801,34180,37532,34897,35862,39886,39312,43723,40876,51109,50822,61372,70632,45275,58660,41765,31152,33430,27052,26395,24549,12028,15433,1970,5510,1,10,0,0,0,0
5호선,강동,41,0,12706,1299,25691,14451,73827,29464,90354,45898,47783,27319,32618,21258,29527,18738,30794,21221,29163,26646,27274,27640,29917,28521,33066,32078,49394,39838,51970,60870,29044,53425,19582,33022,17370,30926,12277,31072,4918,20659,814,8073,0,0,0,0,0,0
5호선,길동,10,0,5146,460,9711,3748,26557,6207,30704,17315,15135,12227,13027,10786,12241,9377,13678,11196,13814,11093,12097,12100,11513,13184,12270,16770,14525,18388,16594,26866,8674,29513,7180,14503,6397,12331,5168,10690,1873,7180,258,2709,0,0,0,0,0,0
5호선,굽은다리(강동구민회관앞),1,0,7068,569,14111,3626,42628,7445,44998,16168,23523,11393,16155,8902,15043,9027,17378,12518,15951,13418,13498,12905,13961,14343,14876,20603,17266,21951,18818,33338,10024,38431,8576,18532,8423,17301,7567,18261,2061,11783,389,4082,0,0,0,0,0,0
5호선,명일,4,0,4737,604,14235,3113,38435,5798,34857,13484,18652,10588,15174,9500,13995,8690,15038,9412,13804,12280,11918,11275,12528,12935,13484,17393,13881,21073,12868,31741,7254,37172,5610,17273,5502,14839,3513,16127,1291,9348,224,3146,0,51,0,0,0,0
5호선,고덕,1,0,3781,1349,15086,6731,37821,16793,33480,19760,18592,13263,16221,12950,17118,10945,19261,10980,16197,14815,16090,14058,18305,13949,21478,14688,22283,21374,18248,30171,9855,35540,8230,17278,7338,14934,6143,16798,2143,9615,341,3142,0,336,0,0,0,0
5호선,상일동,9,0,5991,3102,22721,28326,79828,14048,63454,16327,28249,9066,19187,6890,15809,8857,15464,8877,14244,9835,12680,12443,14099,12461,25001,15194,34717,22535,22016,35376,8703,45718,5612,23726,4486,20514,2504,20226,1059,13720,123,3368,0,1158,0,0,0,0
5호선,둔촌동,0,0,4580,769,10325,6972,28370,10518,32638,23302,17591,15606,12638,11608,12384,10844,13653,11871,14566,12278,14327,13683,14200,14924,16847,16857,18718,22714,22925,32179,13116,27064,9385,15140,9788,12143,7442,12778,2918,8134,341,1913,0,0,0,0,0,0
5호선,올림픽공원(한국체대),15,0,1388,940,5523,4971,13034,7880,13629,11905,8593,7258,7301,5732,7387,6728,8435,7278,8014,9068,7773,8985,9031,10845,9668,11344,11070,13636,12181,15398,8820,13395,5763,5762,7606,5307,6341,4814,5455,3712,1182,1122,0,0,0,0,0,0
5호선,방이,0,0,2965,907,7868,3817,22167,9970,21460,27292,12536,14674,10068,8930,10006,8899,11350,10593,11365,12124,10603,11458,11870,12751,12665,14110,15599,17833,23876,23744,12387,21914,9962,11123,11306,10274,12130,8986,2731,6653,385,2309,0,0,0,0,0,0
5호선,오금,3,0,1349,496,3826,2615,11846,9038,10630,22324,6374,7537,5181,4237,5027,3393,5546,4062,5605,4241,5296,4078,5776,4902,6736,5270,8495,6118,16728,9025,5904,8711,4335,4957,3647,4633,2912,5048,942,3306,137,1381,0,0,0,0,0,0
5호선,개롱,1,0,4058,972,9074,3377,32634,8515,26297,18951,15056,10572,11560,7233,10752,6636,12817,8717,11679,9439,9236,9174,10053,11110,11860,15077,14464,15623,16424,22751,8079,25610,5901,13400,5412,12325,4472,13836,1314,7696,158,3225,0,0,0,0,0,0
5호선,거여,0,0,5049,678,12280,5988,38360,7737,33971,18047,18198,9348,13081,6840,11659,6606,12572,7981,11607,9880,10260,8736,10391,11411,12899,14996,15270,16042,16027,23882,7535,26557,5380,14695,4678,13211,3295,13554,1373,7894,204,3267,0,0,0,0,0,0
5호선,마천,0,0,6396,318,9985,5360,27023,4413,23817,11133,12436,7355,8891,6336,7940,5457,8817,6186,8230,7327,7188,7325,6915,9095,8426,10727,10267,13727,9583,16746,4236,18485,3437,10523,2492,9448,1487,9981,629,5890,123,2694,0,2,0,0,0,0
6호선,응암,4,0,12418,1697,27576,7969,78762,10891,98698,19553,49297,15551,30567,13906,28441,15163,28775,17946,27409,20016,23065,21487,22524,26987,24247,34313,26048,43732,26854,74920,16461,72846,12798,41337,10957,39971,8641,38225,4380,24782,599,8401,0,4,0,0,0,0
6호선,역촌,7,0,2264,373,6087,2389,19075,3440,19757,9320,10009,5968,7421,5025,6444,5289,7231,5983,7423,6355,6699,6525,5953,6933,6161,8792,6850,11228,6971,18296,4139,17314,2908,9104,2454,9095,1954,8612,914,6642,135,2117,0,0,0,0,0,0
6호선,불광,34,1,1927,528,4086,2100,12987,4215,14856,9737,8126,7807,6808,7062,7835,7334,8972,9181,10169,8781,10923,9521,11797,8737,13324,11190,13892,12064,14738,18924,9215,16480,7412,8827,6583,6932,4581,7599,1794,5631,263,1710,0,0,0,0,0,0
6호선,연신내,0,0,0,0,0,0,1,0,2,0,3,0,0,0,2,0,1,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
6호선,구산,7,0,5842,166,12149,2706,32919,8116,40467,8150,21537,6332,14858,6687,13096,6627,14567,7999,12424,8063,10820,9456,11796,9880,13144,13235,12671,14626,11466,21115,7252,22640,5522,12446,4813,9844,4612,10115,1620,7117,292,2585,0,1,0,0,0,0
6호선,새절(신사),0,0,11330,918,23013,5430,61379,10406,72971,17225,35525,11409,24113,10931,21206,10294,21702,14497,20585,14623,17205,16752,16663,18688,19523,25518,19714,30480,19826,53286,12351,45199,8890,30315,7815,26382,5632,27796,2824,17895,512,5418,2,1633,0,0,0,0
6호선,증산(명지대앞),10,0,8916,916,16386,4291,45563,5711,55901,12235,28927,8278,19284,8524,16144,8416,16416,10943,15859,11375,13681,12847,12888,15544,14096,21114,15236,25212,16109,40862,10186,37100,7518,23602,6261,21511,4922,22760,2368,14273,526,4397,2,666,0,0,0,0
6호선,디지털미디어시티,65,2,6006,2624,13926,11526,42967,32666,49304,86057,25870,36693,16290,14583,14628,11979,15207,12829,14595,15595,14324,13735,15857,16617,18557,19171,32974,25213,60402,41377,27611,34053,13782,20754,11661,20058,9489,18582,6785,12595,1195,4902,5,487,0,0,0,0
6호선,월드컵경기장(성산),5,0,1469,1422,3274,3090,10381,6201,12912,12545,7305,9963,6435,9897,7251,10830,8580,12719,9476,13906,10467,14451,12799,15360,14649,18001,15895,25826,16079,36630,10487,27836,10921,8846,18288,6918,23262,5661,15421,4614,1019,911,0,4,0,0,0,0
6호선,마포구청,20,1,7908,2350,15561,8298,45004,16245,64037,40922,35680,21365,23404,15131,21409,13239,22371,16946,21521,17400,19187,18001,20821,18913,22668,23252,26840,26873,42887,41593,21363,35840,14526,23955,14596,21685,11628,21526,7497,14457,1006,4732,0,9,0,0,0,0
6호선,망원,27,0,6386,1057,11395,5285,31253,8970,46747,35526,28032,32469,20363,21401,18859,20742,20877,25515,21883,26304,21107,27338,22169,27734,24561,33134,27253,36466,41342,52496,27086,42910,21754,22847,21125,18196,17947,18649,9181,12092,1502,3579,0,0,0,0,0,0
6호선,합정,22,0,5104,1690,8381,9055,18737,18374,29235,50611,19671,28351,15429,19841,16524,18854,18990,21682,21402,22344,22287,21936,24404,21157,28477,25124,36697,31465,57755,48937,35546,34411,30098,18575,36568,15094,33491,14846,18294,12377,3240,3468,0,0,0,0,0,0
6호선,상수,8,0,4243,1017,5547,4435,11376,7255,17643,28270,11112,24478,8168,17830,9254,18587,11603,19869,14368,23065,14434,20184,15573,20495,18110,22800,23325,28882,34234,38898,22880,31632,21621,16829,25487,13749,26862,11704,17450,9515,2859,3004,0,0,0,0,0,0
6호선,광흥창(서강),3,0,3141,1589,8036,6484,20327,19898,28433,45701,17630,23136,13942,13520,15483,11874,16961,12159,14886,12638,13904,11807,15644,12549,17430,13691,23072,16249,38516,24525,18106,19242,11151,12237,11048,11525,8949,10910,3257,7596,531,2092,0,2,0,0,0,0
6호선,대흥(서강대앞),12,2,2983,1230,6290,4456,16518,15840,24774,40805,14456,21861,11005,13817,12239,11204,14088,15762,14723,14193,14233,13308,15016,12897,17473,15198,21606,16635,31334,25301,15496,19296,11620,11001,11992,10105,11331,10422,4688,7348,820,2321,5,0,0,0,0,0
6호선,공덕,119,0,6010,2374,9619,10664,24175,37454,34026,118886,23397,53724,19680,26463,22176,22102,23431,21565,25468,22942,24740,21465,28228,21697,33206,23264,52418,30836,104526,46731,41768,33977,31845,19099,31612,17601,25989,16955,13246,11856,1910,5256,0,422,0,0,0,0
6호선,효창공원앞,4,0,2791,604,5562,3778,17407,7591,29100,27232,15780,16033,9788,7935,9623,7743,10864,7639,11147,9429,9990,8439,10218,9837,12439,10124,15614,12753,25518,19668,12442,15017,7721,9315,6915,9185,5436,8800,2758,6169,399,2398,1,3,0,0,0,0
6호선,삼각지,1,0,1951,954,4034,6049,7785,13667,11677,27564,9290,12394,7071,7627,8769,7083,10097,7488,11266,8221,11410,7646,13019,7061,15802,7346,22013,9187,30588,12793,13488,9120,9977,6075,10059,6730,8113,7111,4640,5113,775,1300,0,1,0,0,0,0
6호선,녹사평(용산구청),22,0,1715,540,2737,4693,5944,10023,10502,17490,7756,9054,6249,7561,6768,7604,7562,9883,8222,10165,8510,10794,10263,10369,13124,12706,15687,14896,20090,20315,13652,15437,12312,8671,14564,6829,14581,6058,7580,4787,933,1461,0,0,0,0,0,0
6호선,이태원,0,0,15403,1454,12132,7591,14925,12317,20041,28322,15049,27292,13237,20038,14513,20671,17262,24419,18997,27428,21576,26052,23671,28243,26984,33927,32144,43394,42013,59395,34136,52595,32746,34434,39517,29545,44384,26742,30463,23848,4675,9785,0,0,0,0,0,0
6호선,한강진,9,0,1051,1633,1721,27918,3741,19732,5641,41449,4462,31219,3465,16611,4733,14479,5921,15123,7359,16415,8512,14769,12365,13525,26641,15195,37336,17216,36760,22766,26989,15642,19080,5610,23523,3975,21374,3415,6018,2416,622,2155,0,0,0,0,0,0
6호선,버티고개,1,0,1037,325,2111,1386,5832,2976,8900,6551,5846,4052,4061,2759,3739,2240,4005,2542,3660,3130,3196,3492,3754,3644,3709,4316,5194,4965,7212,7237,4225,6473,2859,4009,2196,3825,1735,3635,883,2742,174,822,0,0,0,0,0,0
6호선,약수,8,0,1459,276,2051,2131,5513,5663,8737,20331,5718,10883,4936,6991,5391,5331,6809,5645,6509,5299,6731,5869,6641,5431,7422,6451,9604,7159,14357,9977,8188,7011,6311,4473,6501,3803,4834,3609,2608,2344,468,859,0,0,0,0,0,0
6호선,청구,8,0,1924,490,3369,2710,8371,7095,11768,27913,7124,13879,4680,5847,5657,4308,5383,4580,5751,5111,5364,4661,5254,5063,5999,5814,7721,6786,14940,9346,9646,6966,5853,4412,5538,4656,3657,4392,1791,2745,349,1131,0,0,0,0,0,0
6호선,신당,98,1,9605,1654,7722,7010,8404,17745,13190,47885,12204,27224,11233,16308,12275,11708,15185,10921,12787,11610,13105,10240,16357,9915,18663,9911,20784,12351,28689,15831,18148,22858,14504,13809,15323,8633,11632,8526,6536,13163,1302,2594,0,0,0,0,0,0
6호선,동묘앞,72,2,4640,959,5293,4657,10502,11342,15086,29879,13102,23669,12692,17346,14484,17167,19056,16511,18581,17940,19782,17823,21418,17378,23033,16222,24124,16761,30145,19008,16988,15346,11247,10027,9161,9623,6945,9952,3541,11187,628,2644,0,58,0,0,0,0
6호선,창신,11,0,2839,435,5493,2285,16329,5337,21585,7030,10058,4093,5879,3010,4838,2606,5869,3431,4907,3556,4585,3521,4366,4018,5076,4874,5116,5527,5303,9181,3481,9284,2917,5484,2026,5346,1408,6200,828,3901,152,1390,0,0,0,0,0,0
6호선,보문,27,0,4339,933,7962,3449,22998,8895,36567,21132,18655,11754,11327,8221,10057,6565,11799,8299,11492,8291,10857,8940,10294,9361,12050,11183,14232,13601,19390,22751,11160,20239,8234,12177,6982,12201,6053,13669,3894,9337,702,3597,0,0,0,0,0,0
6호선,안암(고대병원앞),25,0,2101,1744,3707,7507,10344,18370,14992,43616,13351,37468,14417,24839,16945,18253,19708,20889,19370,23107,21542,19190,25510,17752,34702,17676,42895,19882,40539,25989,25092,21936,22507,14636,20971,14859,19183,15186,13123,12541,2341,5603,1,194,0,0,0,0
6호선,고려대(종암),37,0,3752,975,7875,7115,24720,11550,32996,31976,17373,17074,11900,11491,11322,9790,13788,11418,14507,13036,12750,11220,13513,11857,20854,12502,24475,15515,24994,23175,12651,21954,9529,12998,9741,13629,8556,14376,4129,11640,692,3471,1,83,0,0,0,0
6호선,월곡(동덕여대),17,0,7200,1248,14034,4636,46448,8108,53221,25997,26926,19175,18940,12548,17220,13196,18168,14157,18083,15919,16483,15670,16656,17998,19032,21402,20579,25274,28421,40941,16092,39686,11747,22347,9868,20899,8125,20479,3657,14280,663,4208,1,0,0,0,0,0
6호선,상월곡(한국과학기술연구원),32,0,4985,685,9122,3218,26882,3918,30426,15663,16310,8937,10773,6024,9435,5464,9962,7189,9637,6903,8549,7602,8147,7986,9635,10805,9985,11859,12955,20483,7512,19983,4382,11309,6960,9831,2896,11267,1331,7877,194,2530,0,0,0,0,0,0
6호선,돌곶이,9,1,6514,1171,12207,4409,33955,7078,40198,18706,20770,11143,14496,8853,13254,8310,13726,10370,13482,9905,12196,11474,12660,12156,12671,15614,14958,18554,15822,28631,11090,26307,6757,16001,5956,13544,4837,14194,2531,9504,496,3868,0,0,0,0,0,0
6호선,석계,988,6,8782,2689,22121,6253,57471,8935,64852,14798,34273,11591,22810,10657,20041,11572,19997,14323,19571,15325,16968,16125,16073,20234,17847,25529,19336,33665,17915,51809,13706,54222,9757,30556,8609,28773,7358,27011,4656,19011,925,6155,0,26,0,0,0,0
6호선,태릉입구,55,1,4470,1047,7907,4036,20843,4720,25060,8757,12656,8190,8657,5860,8099,6449,8366,6733,8608,7980,7928,7989,7807,9528,9390,10503,9589,14844,10232,23282,6686,22877,5437,13311,4861,12947,3968,12600,2305,9433,473,4671,1,105,0,0,0,0
6호선,화랑대(서울여대입구),7,0,6987,936,22767,3822,74220,8145,68050,13694,32154,8455,19694,7666,17192,7669,18527,10650,17349,9838,14637,11260,16304,12021,19350,17154,18497,20382,16710,40809,9071,39615,6154,22294,5282,20104,3844,22686,2118,15112,223,5197,0,120,0,0,0,0
6호선,봉화산(서울의료원),23,0,6076,1388,17734,4304,60259,7649,52058,13786,23776,8488,16847,7585,14667,7555,14880,10119,13581,10684,12085,12256,12017,13232,13245,17169,15376,19973,14959,34802,7721,37689,5990,21594,4861,18754,4256,20014,1841,12284,289,4327,4,597,0,0,0,0
7호선,장암,2,1,1492,195,7380,1718,20426,1504,12899,1896,4749,2350,2951,2877,2262,2022,2430,1675,2479,1293,2653,1092,3237,1231,3325,1277,4404,1666,3670,2563,2244,3505,1320,1668,983,1123,520,1071,204,966,20,318,0,0,0,0,0,0
7호선,도봉산,60,0,4930,750,18094,5945,63218,7829,45131,11595,23424,13424,14267,14155,12234,11465,12920,10892,12160,11911,11691,12294,11761,13844,12794,16801,13520,21928,12364,35557,7189,46574,4712,27740,3272,24186,2610,24684,1067,18359,187,7347,2,1394,0,0,0,0
7호선,수락산,16,1,10075,857,24677,6307,61439,9419,54226,19405,32697,18086,23969,17006,21077,17068,22229,16815,21926,15392,21256,16495,20157,18917,20591,23610,22777,29646,24494,45524,15392,53250,10205,31994,8862,26337,6181,25812,2917,18141,421,7145,0,201,0,0,0,0
7호선,마들,33,0,9852,1751,23713,4702,69647,8083,62208,11380,31366,10666,22395,9866,19911,10619,20959,12375,17836,13951,15275,15532,15201,17890,15758,21564,15277,26051,13927,41892,9169,48227,6169,27675,4948,24573,3780,23950,1861,16812,288,6467,0,1,0,0,0,0
7호선,노원,29,1,8784,2411,16651,8087,43304,21048,42409,51390,29680,50465,30291,38870,33889,35085,36490,39177,39396,43827,39872,44137,44761,42622,49625,46278,49532,50645,54753,69597,36247,65875,35837,32820,31052,26035,32217,22845,12388,17051,2289,6333,0,123,0,0,0,0
7호선,중계,16,0,10449,2176,25724,6420,74549,19515,74230,33232,39204,21550,28683,13729,26535,14296,25787,16387,25120,18634,21815,18754,21953,19983,24348,23504,24974,31245,22785,48891,13194,55288,9768,31211,12286,28520,9853,28018,5057,18517,1244,6496,0,0,0,0,0,0
7호선,하계,15,0,9043,1434,26950,6992,81498,19717,83716,30489,44541,23916,32452,18986,30908,19735,32654,25077,30751,27166,28587,26097,31406,27856,36206,31430,35205,39268,32295,61270,19691,68812,15267,38552,14086,33899,12951,34042,4874,23193,859,8365,0,0,0,0,0,0
