호선명,역명,4시승차,4시하차,5시승차,5시하차,6시승차,6시하차,7시승차,7시하차,8시승차,8시하차,9시승차,9시하차,10시승차,10시하차,11시승차,11시하차,12시승차,12시하차,13시승차,13시하차,14시승차,14시하차,15시승차,15시하차,16시승차,16시하차,17시승차,17시하차,18시승차,18시하차,19시승차,19시하차,20시승차,20시하차,21시승차,21시하차,22시승차,22시하차,23시승차,23시하차,0시승차,0시하차,1시승차,1시하차,2시승차,2시하차,3시승차,3시하차
2호선,잠실새내,13,1,4402,713,14021,7065,49046,13333,70084,25493,45073,31049,30784,24443,31614,25801,33655,29745,35428,33715,32639,36274,33294,38975,36656,44544,39417,56365,44562,85617,34157,72314,29683,42518,31226,35896,31359,34437,19263,20292,3321,6469,44,494,0,8,0,0
2호선,종합운동장,3,0,1693,1240,5682,5909,14725,12354,22945,25681,16953,15928,12375,11721,12204,10481,14791,10136,15531,12993,16252,15784,14853,14000,15241,15951,18220,18191,18214,27232,11939,21953,8445,12108,13736,12331,5616,11988,4657,7666,338,2310,9,168,0,1,0,0
2호선,삼성(무역센터),192,1,4448,4755,7328,31443,14889,99781,21853,294969,22783,216049,23228,106374,35691,96686,46119,86658,63464,96206,76934,85411,98129,76262,114539,70813,163939,70257,273876,78265,177680,50261,131026,24122,115367,18061,85706,15327,23789,9250,3218,4128,20,1086,1,24,0,0
2호선,선릉,113,4,5010,5314,10677,31046,19190,87380,31619,249393,32363,183121,33097,84468,44047,59362,52617,55560,63778,64133,72047,56367,88269,48878,119315,47624,138530,51288,249248,58986,138699,42811,87253,24655,86427,21163,71109,18826,29466,12089,4861,5453,22,374,2,13,0,0
2호선,역삼,44,2,3696,6715,7567,30753,13409,106032,23793,301596,23445,235651,24651,98769,32780,64667,41573,55287,51937,66518,57322,56233,74961,50062,89183,46010,143529,49730,245180,59801,133016,43988,81445,24077,86544,18932,57888,16426,25666,10580,4380,3573,24,165,0,6,0,0
2호선,강남,295,13,14211,10825,21771,46274,39607,143946,64506,292958,56173,325801,57965,166827,81712,143248,104883,151256,138396,181796,140425,156369,169830,152113,193726,151339,241659,180836,339315,246732,236827,186234,195662,86614,241978,63519,257221,55250,119516,34543,21182,11342,138,385,2,14,0,0
2호선,교대(법원.검찰청),20,1,2434,6001,11311,20281,22791,48838,34675,132370,29273,122227,27578,64220,34445,61278,37395,56810,48168,60657,55613,57117,59396,52118,61292,51076,82288,60941,132819,78986,70039,54700,54653,29460,62013,25540,55276,24235,23297,13929,4417,4390,42,144,0,2,0,0
2호선,서초,9,2,1155,4709,5943,16405,12185,39998,19903,109124,22010,86043,17832,41254,25925,34836,23790,26035,33826,29185,33108,29287,37459,22782,44064,23884,57212,24573,97439,26542,46983,20289,30245,11375,31840,9976,22384,9511,7664,6070,1018,1659,5,40,1,0,0,0
2호선,방배,5,0,2750,2513,8373,9270,20655,21348,32262,63004,26584,43038,19279,25472,20926,21127,23008,21321,25499,25473,25328,24429,29104,23557,32672,24568,38649,29911,63288,37595,30842,31940,21843,20258,22718,18814,17826,20779,8225,12252,1743,4089,10,119,0,5,0,0
2호선,사당,103,4,11632,2992,20486,25357,63945,39393,85220,66119,65949,52545,45519,42316,44829,52908,51582,54323,59280,53153,62697,53522,61498,62234,63135,79328,71737,106372,89694,153798,67903,127829,62032,72423,69913,69203,70098,66896,42192,43424,7758,13618,97,1080,0,20,0,0
2호선,낙성대,67,0,9599,1903,22589,9258,72468,16496,111520,38113,75244,32661,41599,26304,36918,23162,41222,27697,41423,29846,36948,31712,37403,35909,38059,40957,43575,50359,53213,81284,31969,84190,23938,54454,21439,53301,18291,52365,10698,37051,1846,11405,10,631,0,19,0,0
2호선,서울대입구(관악구청),3308,25,24445,2449,36378,14300,116449,23968,162160,58195,114001,60978,67896,51529,63858,49186,70052,54509,77479,64241,70211,64353,70295,69642,75460,79054,83100,97309,95999,144495,62731,150758,50893,91462,51504,85635,48838,88138,26099,59361,4135,20423,42,2744,0,107,0,0
2호선,봉천,75,4,12570,1661,22951,9853,68356,10211,100063,23515,63332,20533,36951,19980,31764,21756,34967,23251,35447,25013,30873,27770,29657,34241,30602,38029,33666,47267,35008,67024,22567,66936,17115,42051,15869,41688,12044,40110,5588,25658,1012,8220,17,406,0,0,0,0
2호선,신림,350,27,34182,4665,65570,19615,191981,27580,283357,56807,176368,52751,101646,48953,88703,54957,94016,62047,92353,71179,85140,77990,83421,95096,87564,108330,95139,137010,101659,220332,74291,235374,58840,147995,57201,138283,54072,139312,31833,95160,5308,30872,83,1227,0,0,0,0
2호선,신대방,117,2,19681,1900,30587,8754,80268,15661,113884,32362,76384,22355,45934,20838,38953,21548,39556,23135,39295,26571,34827,29508,32567,38752,34319,42999,36199,54715,43587,76773,27563,78856,20010,53219,16041,57554,11514,59916,6259,36459,1080,10588,11,487,0,0,0,0
2호선,구로디지털단지,131,5,32574,4927,44514,18610,124324,58640,164816,223509,111488,142373,72347,60040,66263,50293,72403,52582,75415,64783,69076,68715,72169,71744,82039,80173,109496,105211,209412,144367,119086,143815,74316,91578,65236,93552,52155,92533,26978,59320,4134,16070,51,748,0,0,0,0
2호선,대림(구로구청),312,20,26636,2946,27052,10916,62321,18963,87759,54415,64780,37392,42460,33846,37510,38868,40582,36841,41608,39509,38860,38684,38788,45099,40079,47594,47228,62867,60292,71514,35095,62850,25487,43614,21319,52489,16187,53108,8631,29324,1377,8116,22,488,0,2,0,0
2호선,신도림,2260,11,31220,4912,43830,17037,120822,36159,130115,107489,85643,71895,63963,70335,65288,68133,75162,75769,82326,79555,83157,76594,86541,83639,92925,90939,105153,109407,139336,158232,89944,143330,76402,82594,75677,77203,58070,77102,25880,58508,3078,26944,34,2669,1,55,0,0
2호선,문래,4,0,3212,2077,10086,10174,36415,26423,40505,97063,23849,50843,19270,21823,19967,19585,22495,21142,24435,21950,24135,21774,26173,22323,28749,23589,41599,27608,82439,41122,36943,37475,22817,21661,22078,19240,19213,17850,8618,12357,1435,3956,24,180,0,14,0,0
2호선,영등포구청,26,0,4937,2236,11171,10532,36028,29031,41417,98351,27719,46225,22667,24905,24298,22230,26240,24102,27220,26366,27646,25459,28829,26377,32240,27282,42996,32350,88308,47630,36351,39565,26278,22749,25541,21488,21248,20373,9007,14176,1488,4929,23,309,0,4,0,0
2호선,당산,13,1,5743,3003,15932,12699,44263,24762,57788,70483,37968,34499,26713,20233,27537,20669,27592,22598,27928,24622,26371,24651,26352,27636,28752,32374,38803,41634,59548,63157,33849,54777,20849,35118,21206,35209,18344,34236,9951,22062,1596,5790,15,368,0,3,0,0
2호선,합정,104,1,7835,2872,15162,16033,38363,31534,50037,84748,35509,64905,27702,43240,29882,41862,34351,48230,39165,55528,40205,51748,45272,53789,52106,59601,67462,69772,102439,99553,69078,84661,56363,44797,65924,35310,65325,30748,35179,22024,5535,7449,55,444,0,15,0,0
2호선,홍대입구,1508,22,34021,4221,31881,17377,60936,28220,78407,96326,60766,105547,57151,96700,65889,121794,77026,156483,88760,185535,98816,180535,119366,184898,145119,188939,177082,204945,212672,251553,178532,210573,172536,120151,209784,92807,224528,74498,125034,55632,15373,19486,147,1810,0,55,1,0
2호선,신촌,91,2,8769,3034,13506,14032,32101,34441,46891,76378,36715,100146,38174,75188,46905,72039,61558,77315,70048,89572,70813,79663,78729,76081,89129,79199,105397,92539,109234,124918,85099,100900,87306,53204,93719,41767,103182,37885,54642,26874,8366,8460,90,395,0,12,0,0
2호선,이대,26,1,2558,1444,5523,10528,14619,12849,22174,32384,16514,38946,13695,34073,18597,32768,28920,36485,32650,37469,29492,33985,34540,32806,44130,31303,50398,30974,43568,34147,31167,28347,24152,16222,24910,14428,18272,14267,6254,10832,762,3489,8,200,0,5,0,1
2호선,아현,24,0,3684,873,8134,6555,21636,7896,31737,14758,20415,11888,15929,9674,15621,9269,16242,10769,16223,12319,14741,12514,15540,14220,16175,16343,18721,19508,18547,26457,11754,23722,8464,16096,6593,15463,4820,15571,2410,11248,425,3343,7,155,0,3,0,0
2호선,충정로(경기대입구),32,2,3104,816,6185,6114,15015,13776,21531,58531,14816,28459,12202,12799,12903,11038,13496,10792,14224,13087,14567,12126,14404,12604,16595,13873,20965,15969,47526,21305,17623,17582,11268,11907,10614,11725,7759,11526,3564,7873,579,2510,9,182,0,2,0,0
2호선,용답,0,0,1962,195,2689,860,6284,1292,11544,2415,5631,1555,4061,1763,3585,1971,3865,2420,3889,2725,3618,3168,3372,4009,3735,4884,3299,5374,3318,8675,2244,7211,1556,4396,1195,5057,902,4547,457,3452,51,953,1,15,0,0,0,0
2호선,신답,3,0,694,78,1518,512,5505,839,8622,1625,3449,1030,2159,1142,1963,1271,2092,1359,2099,1493,1802,1714,1716,2318,1823,3025,1857,3267,2012,7036,1264,6335,749,3215,585,3293,435,2743,145,1955,25,481,2,11,0,0,0,0
2호선,신설동,12,1,917,499,1244,1920,2779,5543,4812,14186,3976,11922,4455,8809,6018,8547,7271,8303,8444,8507,9798,8217,11518,7371,12411,5917,13282,5805,17366,5572,6997,4453,4004,3144,3256,2825,2712,2785,881,1918,114,641,1,103,0,5,0,0
2호선,도림천,0,0,395,335,979,610,2564,2170,2834,4694,1687,1831,1561,1303,1474,1145,1883,1602,1543,1116,1597,1514,1677,1387,1753,1510,2387,1681,2972,2467,1748,2362,982,1507,765,1359,353,1195,182,962,21,362,1,11,0,0,0,0
2호선,양천구청,26,0,3797,932,9293,1468,25863,4245,25208,8832,15480,5829,11080,5019,11032,5137,11224,6339,10466,7771,9031,8169,8261,10185,8436,11576,9631,14646,8921,22802,4400,22769,2895,13848,2467,12868,2355,12382,948,9900,165,3365,1,129,0,0,0,0
2호선,신정네거리,25,0,7090,1578,10668,5025,34934,3908,34638,10656,21206,7796,15579,6845,14107,7943,14791,9011,13823,10298,12004,11625,11531,14081,12356,17117,13935,22141,12844,33302,7892,31379,5631,18784,4833,17077,3754,15820,1854,11083,265,3266,4,233,0,0,0,0
2호선,용두(동대문구청),6,1,875,110,1365,753,3905,2014,6457,5542,3495,3193,3075,2846,3361,3286,3812,3502,4087,4082,4352,4379,4438,4395,4472,4128,4764,3944,5831,6302,2528,5263,1888,3036,1717,2680,1165,2270,422,1659,83,436,0,17,0,0,0,0
3호선,지축,1,0,200,426,989,2449,3299,1326,4056,1369,2640,1069,1726,968,1683,1045,1685,1150,1645,1332,1454,1464,1494,1830,2183,2219,2643,2515,1300,3690,513,2953,320,2276,233,1956,111,1477,65,770,18,89,1,0,0,0,0,0
3호선,구파발,88,4,7790,1016,23432,6908,72059,13427,72861,21232,38972,22544,27648,20901,25433,19906,27297,21972,27558,23540,26599,24919,26826,26010,30829,30612,31647,35610,30586,56014,20220,54986,15129,33120,14261,29184,12130,27955,3633,21170,568,6749,6,669,0,33,0,0
3호선,연신내,194,20,22463,1617,43658,10632,119567,16766,151209,34737,87892,36475,61538,34904,59242,35675,64362,40639,63060,46838,57646,51552,56766,59289,58213,69210,58403,83209,54176,124658,38941,128721,30569,79563,29474,70453,26026,67280,14326,47199,2462,15739,19,199,0,9,0,0
3호선,불광,30,3,7880,1015,17181,5868,47083,8864,60054,27296,34294,29586,26618,26596,25056,24109,26872,26723,29003,32279,28352,32320,29095,33876,31780,36121,31628,40756,33951,56423,20499,52876,15830,31902,14590,27930,11076,26317,4552,17189,720,5751,12,78,0,0,0,0
3호선,녹번,17,2,6576,1346,15824,7929,46260,6404,56864,14882,32176,9648,21676,8933,19314,8521,19101,9969,18820,11854,16648,12667,15748,15099,17160,18923,18740,23391,18745,35045,9293,37766,6369,23496,5734,22516,4201,21116,1895,13824,256,3651,2,60,0,0,0,0
3호선,홍제,39,0,7461,1094,17938,6493,50437,10169,66562,23169,42007,18461,31037,16947,29244,17497,31235,19814,30434,22501,27846,24027,27055,27898,27579,31753,29020,37586,28707,52631,16612,51049,12405,31667,10087,29431,7772,27598,3323,18139,440,4872,8,100,0,0,0,0
3호선,무악재,15,1,1605,165,3899,1346,12120,2585,14830,4472,9316,3187,7014,3039,6225,3467,6191,3631,5798,4214,4775,4901,4682,5707,4822,6622,5425,7996,6183,11522,3152,12056,2183,7808,2011,7377,1412,7262,592,4782,100,1421,2,27,0,0,0,0
3호선,독립문,93,4,4339,599,5202,3872,13462,9475,18266,17025,14357,15030,12058,15676,12659,12290,15380,12617,15954,14282,16525,13793,16819,13022,16499,12453,15613,13990,15419,15869,8041,15019,5679,9424,4899,8726,3287,8286,1228,5743,175,2626,4,795,0,0,0,0
3호선,경복궁(정부서울청사),61,3,2193,1267,4613,11134,12489,32086,20783,103248,20579,59312,17766,46951,23302,46302,28163,44081,36156,46869,41435,40065,47580,33170,56321,29119,63989,28826,96139,33166,42623,24453,31695,13725,33558,11432,23747,11005,9564,6939,1468,1953,7,146,0,1,0,0
3호선,안국,7,0,1581,1866,2844,14777,5446,74077,8063,96501,8786,59126,11384,46653,16405,49245,22844,45370,30584,45568,39805,41376,46458,34037,54793,28583,92115,25066,110635,24237,50122,13712,37574,7250,34111,6108,20924,5444,6819,3103,857,1011,4,14,0,0,0,0
3호선,종로3가,22,0,731,611,1081,4472,1668,10760,2714,43629,4154,44980,6677,33171,9571,30029,10966,31336,13770,32788,16132,31502,21725,28315,23017,24443,28536,22702,45815,23091,40069,14267,20791,6514,22490,4720,16650,3915,7839,2611,1023,875,7,24,2,1,0,0
3호선,을지로3가,4,0,505,882,1212,6407,2058,24878,3617,67179,6079,34487,8187,17830,9691,15359,9871,14476,12474,15569,14215,13911,16155,13139,17803,13091,27140,13491,56281,14891,29563,9513,17869,4719,17159,3359,12951,2799,6886,1805,1208,537,3,16,0,0,0,0
3호선,충무로,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,4,0,1,0,4,0,3,0,6,0,1,0,2,0,2,0,6,0,1,0,1,0,0,0,0,0
3호선,동대입구,21,3,1280,945,2280,6296,4346,16063,7606,49038,6627,24850,6372,23600,8982,22579,11292,18499,13292,20449,14174,15644,16455,14470,22117,13161,32384,14965,37064,16527,20293,10331,22339,5774,15844,5321,11634,4654,4592,3411,507,1263,2,83,0,3,0,0
3호선,약수,79,7,5134,881,8870,4596,21917,9842,37452,32035,26644,22522,19571,16042,19120,15498,21197,15328,22295,17425,21457,18010,20906,19262,20829,21748,24012,26632,32857,37018,19956,29914,15319,19394,15099,18546,12478,17269,5955,11481,953,4262,9,652,0,17,0,0
3호선,금호,54,8,3452,456,8450,2497,22157,3737,34950,7278,23117,6555,15141,6259,13712,6651,13095,7802,13213,9622,11449,10325,10587,12522,10470,14528,11600,18412,11480,26826,7867,22360,5618,15715,4941,13803,3719,13373,1729,8498,331,2496,1,33,0,0,0,0
3호선,옥수,80,1,2520,859,7272,3422,20410,5959,30569,13874,21309,11045,15617,8355,15321,9678,15030,11349,16190,13224,14800,13706,13902,15830,14297,17904,16257,21446,17139,30313,11120,25943,8274,17820,7120,16000,5556,16272,2492,9036,377,2587,3,42,0,0,0,0
3호선,압구정,53,2,2853,1942,7049,23459,14032,39601,24215,133064,19293,140215,24084,73233,32149,64527,39705,51539,44166,59038,53083,54364,61307,52054,68709,48461,81971,51565,124468,58805,95109,39700,73633,18641,52631,14178,39359,11836,15026,7213,1914,2575,12,330,0,77,0,0
3호선,신사,53,5,4715,1395,6832,17125,11463,36728,18565,100135,16780,120319,18303,66901,24827,52544,30942,55231,37566,62777,45559,59040,55691,56751,63515,54651,81128,58944,130547,76543,98293,53649,68168,24075,73353,16576,64033,13099,27440,11017,3747,3824,9,71,0,0,0,0
3호선,잠원,8,1,1386,616,4819,4285,13997,6057,21010,8509,13567,6907,9673,5162,9636,5408,9664,6672,9537,7741,8773,7628,9055,8461,9546,9081,11418,11557,11175,16412,6669,14115,4404,9050,4076,9160,3021,10962,993,5972,153,1744,3,31,0,0,0,0
3호선,고속터미널,218,4,7252,4153,7255,34645,24999,51319,47828,85398,57376,105124,66748,98260,82161,121140,98716,114919,110485,117902,118037,126470,134518,132312,145582,131626,164566,136893,161959,147981,144369,106652,156233,63483,111185,47382,74881,35058,30635,19699,5284,3398,978,107,1,1,0,0
3호선,교대(법원.검찰청),8,0,1128,526,2875,5057,6734,15992,10607,42560,9464,30625,10268,15346,13726,12266,14869,11941,19502,11952,22468,11409,23281,10874,25026,10534,34384,13048,59346,18063,27397,11753,22450,5672,25128,4307,25414,3789,9289,2547,1454,967,6,18,0,0,0,0
3호선,남부터미널(예술의전당),42,0,2453,1005,7319,21631,23387,51279,40881,158611,38066,78609,41061,52603,47333,46618,48285,49509,54099,59378,52537,59589,58574,58170,67777,59244,90618,65268,144546,74121,74664,57307,53677,30093,51015,24297,43474,18855,16008,10688,2201,3000,156,67,0,0,0,0
3호선,양재(서초구청),103,3,4931,2292,12220,30914,29870,80867,42341,214960,31796,118724,31046,58746,35820,51321,40961,47279,50417,52364,52424,47052,60566,45936,67256,44368,99812,58613,178499,74302,93086,56283,62351,33615,62320,28351,46716,25686,17761,15612,2081,4515,9,163,0,0,0,0
3호선,매봉,4,0,1172,471,5117,8621,12080,15055,16843,59819,12379,29450,10837,13372,11251,12706,12004,11389,13396,10866,15228,11239,16213,11017,17496,11093,26153,14038,51673,18667,22827,14548,13774,8752,14722,7833,10090,7749,3368,5077,408,1371,3,122,0,0,0,0
3호선,도곡,32,1,817,212,2970,3060,6475,9214,9850,19229,7179,16422,5946,7700,6756,7843,7260,7364,7845,7249,8205,6839,8836,6567,10254,6708,14516,7540,17536,9205,9918,8152,6269,4842,5918,4650,4612,4695,1518,2991,204,1804,3,336,0,0,0,0
3호선,대치,7,0,2326,696,10226,7091,21269,16121,23663,25100,15156,21663,12435,14628,13761,13952,17357,18086,18003,21447,16355,18488,19056,18504,20343,19963,29106,25629,27732,26117,20624,21506,13016,13132,17422,12711,30616,12712,4080,8372,531,2628,3,87,0,1,0,0
3호선,학여울,9,0,435,244,1165,1434,2898,2985,4082,6642,2947,5532,2346,4179,2718,3598,3694,3582,4151,4314,4396,4083,5199,3762,5651,3145,5793,3145,6646,3668,3047,3218,2092,2247,1887,1998,1187,2092,426,1397,50,483,1,14,0,0,0,0
3호선,대청,26,2,2986,949,8243,5191,21722,8546,28808,21775,17157,10760,13585,7351,13728,7415,13103,9088,14055,10251,12702,10675,13527,12603,15608,12833,20057,15966,24740,21943,11344,20524,8514,14306,7132,13329,5090,14984,2131,8938,275,2950,8,36,0,9,0,0
3호선,일원,11,0,1705,1114,6472,6679,16993,18897,19520,19370,14918,16893,14970,16228,16160,13002,17195,14217,15390,15458,16525,14831,17886,13155,19751,11873,24877,13559,15481,17609,9185,16026,7056,10101,4552,9968,3236,10566,1302,5553,153,1797,2,54,0,3,0,0
3호선,수서,109,2,4102,1709,10187,12915,31213,22370,39222,45688,28899,29954,29183,20868,24309,16961,29762,22185,28221,21306,22182,22325,29113,25542,31313,28781,35936,34604,48146,45105,24115,38482,21951,26965,15331,22224,15487,22741,7910,10126,1046,4274,146,371,0,28,0,0
3호선,가락시장,8,0,2223,540,6164,4167,17367,7906,22255,26888,16218,13280,14232,9735,13939,11107,14453,11791,14870,12635,15135,13555,15297,15054,16267,15088,18195,19002,27412,24412,13212,19912,9997,12907,9623,11463,7678,11231,3169,7145,364,2236,0,91,0,0,0,0
3호선,경찰병원,16,2,2141,247,5998,2369,18811,6530,23799,26676,14816,13501,11646,8797,10815,6525,9404,7680,10477,9543,10672,9418,10700,9552,10652,9827,13341,13212,19734,19118,8187,16576,6210,11096,5692,9273,3890,9477,1511,6395,203,1772,2,65,0,0,0,0
3호선,오금,23,0,2859,2,6086,1528,20654,4240,28197,12212,14855,5890,9365,5253,8440,4328,8712,5376,9055,6413,7399,6429,6950,7785,7790,8970,10471,11431,12639,17912,5862,15438,4028,11305,3853,9877,4272,11108,1106,6889,99,2193,5,79,0,0,0,0
