호선명,역명,4시승차,4시하차,5시승차,5시하차,6시승차,6시하차,7시승차,7시하차,8시승차,8시하차,9시승차,9시하차,10시승차,10시하차,11시승차,11시하차,12시승차,12시하차,13시승차,13시하차,14시승차,14시하차,15시승차,15시하차,16시승차,16시하차,17시승차,17시하차,18시승차,18시하차,19시승차,19시하차,20시승차,20시하차,21시승차,21시하차,22시승차,22시하차,23시승차,23시하차,0시승차,0시하차,1시승차,1시하차,2시승차,2시하차,3시승차,3시하차
4호선,수유(강북구청),193,10,20512,3549,44722,12255,115442,20136,128287,54505,74159,37008,48319,27628,43380,29036,43745,31364,43299,34973,41264,38506,41209,44366,43816,56516,49972,70957,59533,120324,36536,111156,28205,66771,25091,58533,21524,50329,9463,35768,5,117,0,0,0,0,0,0
4호선,미아(서울사이버대학),45,3,10835,1720,20751,5372,49969,16661,55600,30665,32320,18626,22688,14912,20210,14871,20062,15013,20873,15950,22113,17318,22190,21454,20341,24378,23564,30806,26501,47251,17081,40626,11699,24503,9447,21632,6824,19332,2444,12835,4,1,0,0,0,0,0,0
4호선,미아사거리,17,0,15006,2393,37285,9197,96450,19552,107496,33697,59372,32498,38332,25964,34132,26735,35923,29296,35844,31403,34649,33914,36168,42629,42466,49226,40963,62290,43366,104300,33093,86169,32643,49632,19869,42042,15119,36632,6896,22253,1,4,1,1,0,0,0,0
4호선,길음,16,1,9543,1984,29406,8928,83678,13624,86757,27567,44562,22040,27612,16198,23235,17225,25071,18698,24270,21581,21813,22373,23109,25372,25215,31113,30661,43090,29502,72899,18231,61266,13967,35850,10682,31211,10814,30334,3361,18636,0,1,0,0,0,0,0,0
4호선,성신여대입구(돈암),53,6,5537,1793,17354,6853,45554,16762,54752,33584,33687,25353,23177,19870,23196,20329,25855,22578,26274,24374,26025,25761,27900,28136,32143,31835,37181,41084,43827,65020,28970,52631,25789,31565,26822,25966,25047,24992,9046,16831,2,5,0,2,0,0,0,0
4호선,한성대입구(삼선교),75,17,7118,1152,12368,6518,30615,19281,38215,28854,23745,21730,17127,15046,16349,15942,18366,15333,19413,16225,18157,16523,21256,17499,24938,20175,27585,26419,30903,37124,17539,29741,13059,18255,12462,16085,10248,16129,3944,10303,5,7260,0,0,0,0,0,0
4호선,혜화,45,1,3701,2649,7224,20671,16636,49442,20189,114352,22244,74087,26827,47600,30110,40339,29556,45788,31828,59751,39878,56528,50806,42173,62961,41963,82036,50990,107756,64249,57615,48639,51215,19539,67429,16593,66280,13852,21736,10254,1,422,0,1,0,0,0,0
4호선,동대문,264,8,6594,2975,3882,15071,5810,38773,8069,81245,12661,68994,18225,55450,25427,49874,30840,38035,33655,37075,41027,36076,47515,30370,54945,22784,85853,16883,74405,12202,31921,15711,21430,11457,23972,6829,13468,4672,5472,6384,5,99,0,0,0,0,0,0
4호선,동대문역사문화공원(DDP),236,1,8110,1399,4455,11578,6091,27611,7484,71646,7013,37333,7195,23259,10249,21304,12876,18541,14783,18652,19567,17256,23776,15359,27742,13980,48378,15025,73807,17287,38047,25860,27652,12837,26772,7608,20328,5486,8498,5452,2,670,0,0,1,0,0,0
4호선,충무로,75,1,2830,2756,3811,18392,7964,56138,11429,180172,11938,96908,12496,47549,16544,35959,20801,31913,25909,33177,31478,28763,34778,25108,46258,24656,81868,27800,145897,33274,69190,19521,45586,10033,45799,8742,36461,7365,15526,6194,11,796,0,0,0,0,0,0
4호선,명동,13,0,565,1118,1777,13227,2825,42666,4626,103601,6236,64247,8079,35555,11570,30982,14869,29945,18902,28183,23710,25308,30316,24663,39425,21809,54503,22239,97059,22154,47948,13177,39148,6366,36451,3609,19843,2231,4605,1381,0,204,0,0,0,0,0,0
4호선,회현(남대문시장),32,1,1905,697,2930,19250,4505,50689,7015,127218,8371,92823,12521,70744,21995,57715,29286,46241,36897,40009,43887,36205,50378,30452,65468,22385,89293,16851,117163,14114,44632,7746,40458,3992,18058,4643,10869,3783,3348,2085,2,255,0,0,0,0,0,0
4호선,서울역,174,5,4482,459,5259,10334,11390,34927,14531,90260,9517,41616,7792,17838,9343,16029,10013,17597,10787,18263,10644,17850,12534,19391,15377,20320,35612,24524,69146,25928,22749,19093,13190,12719,12368,11071,9131,10092,3340,6428,3,1366,0,0,0,0,0,0
4호선,숙대입구(갈월),11,0,2978,1030,7975,7143,16741,23213,24631,53308,16140,29182,13051,14785,13600,14761,15423,14594,15930,15583,16287,15676,19259,15612,24726,16973,32425,22002,49954,30960,23598,22119,17292,13145,16894,11705,14254,10738,6087,7407,1,1,2,1,0,0,0,0
4호선,삼각지,2,1,499,422,1998,4870,5122,10386,7467,25756,4804,10690,3566,6010,3638,5323,4318,5242,4981,4981,4835,5156,5432,5215,7088,5505,12146,7928,24213,11407,9096,7558,6318,4287,6329,3898,4782,3572,1873,2632,2,343,0,0,0,0,0,0
4호선,신용산,6,0,1117,1451,4075,12851,10033,34064,14631,97388,10935,55396,8913,21858,11336,16302,12264,15305,13934,16954,15053,16045,19234,15387,25755,16219,47555,19972,88583,26313,38830,17200,25154,9535,21704,7405,15126,6025,5625,3293,4,10,1,2,0,0,0,0
4호선,이촌(국립중앙박물관),31,1,1193,807,4565,8418,12785,15245,16762,25365,10285,13003,7289,8033,7184,7546,8384,8587,8331,9529,8333,8610,9351,9488,13531,11087,16225,13700,20839,21317,9731,15088,6840,8958,7156,7312,4878,7129,1775,3977,2,44,0,0,0,0,0,0
4호선,동작(현충원),40,0,572,283,1653,3095,5315,4343,6202,6926,4101,4992,3477,3919,3530,3343,3117,3063,3385,3404,3414,3592,4012,4031,4401,4325,5807,5434,7605,7872,4076,5956,3572,3770,3654,2929,2840,2475,948,1542,3,597,0,0,0,0,0,0
4호선,총신대입구(이수),88,3,6371,1206,16572,11683,47194,17963,60717,42579,34772,33973,24083,23191,23793,22676,25109,24082,25377,26877,24773,27471,25588,29731,28652,36683,33093,47736,43981,76764,25874,53209,23283,28484,20478,24491,18175,22142,7226,12382,11,1506,0,1,0,0,0,0
4호선,사당,76,1,10237,1084,23941,16268,65488,22528,87254,32941,58664,25316,35454,19592,28713,21464,29843,22404,31222,23006,28536,22900,27257,26498,29970,34555,37260,51401,44205,84235,30638,59808,26512,32693,29784,29119,28508,28076,10705,19479,27,3805,0,0,0,0,0,0
4호선,남태령,48,0,428,119,975,1267,2375,3320,2953,3554,2268,1374,1552,1056,1478,916,1521,1047,1551,1036,1883,1149,1528,1223,2141,1215,2803,1467,2955,1932,1365,1547,969,992,489,917,295,707,95,460,1,40,0,0,0,0,0,0
4호선,당고개,64,0,8601,21,18448,7452,54098,8597,49836,12851,27960,12292,19048,11609,15991,10746,15706,11477,15646,11460,14667,12402,14221,15707,14719,18755,16852,23853,16008,36415,12084,35200,7719,23338,6044,19876,4611,18381,1265,14165,0,1184,0,0,0,0,0,0
4호선,상계,83,2,12851,199,36122,7426,92606,15431,77504,19608,40736,15624,26439,15007,22624,13884,23652,17021,22079,17309,20442,18015,20939,21973,22407,27680,22973,36792,22346,62434,14840,61346,11120,36958,10069,30448,11035,28564,3026,21980,6,547,0,0,0,0,0,0
4호선,노원,159,0,12087,580,25385,8488,55401,14986,54761,28731,31542,30989,23097,22932,22016,20905,24626,24632,24970,27329,24345,28050,25466,31191,29220,35979,30561,48140,33087,77219,24216,68575,26308,38659,23281,32771,23775,28805,8564,21290,16,3193,0,0,0,0,0,0
4호선,창동,1794,19,16275,3202,39005,12598,98026,19865,82571,39362,50379,27732,36669,25871,34036,26228,34348,29862,34106,35441,31475,41065,34402,44217,39938,49719,42919,59055,45354,95230,27409,85815,21250,50169,19656,41730,16142,38334,7242,25454,280,4242,0,0,0,0,0,0
4호선,쌍문,85,7,22605,1011,53590,10045,128124,15076,131801,27485,74428,20197,46896,19073,38069,18777,37148,22755,35166,23618,30652,27276,29786,36096,33435,45305,34738,59953,35810,100679,23325,100097,16604,59598,14000,49926,10885,46695,4653,32564,0,474,0,0,0,0,0,0
5호선,방화,6,0,4938,3,11203,3468,28129,6024,24468,14692,12499,6481,9188,5207,8298,5435,9286,6605,8947,6924,9799,7128,9120,8305,9455,9596,9957,11970,10444,19152,5172,20553,4068,11866,3309,10524,2088,9969,764,6372,1,1385,0,0,0,0,0,0
5호선,개화산,0,0,3365,112,6887,4459,20342,5126,17709,11749,8925,5476,6176,4808,5978,4475,6275,5101,6420,5172,6007,5420,5956,6057,6899,7336,9202,8302,10637,13792,5413,14174,3516,8052,2792,7144,2434,7201,633,4311,2,791,0,0,0,0,0,0
5호선,김포공항,2,0,330,1481,1621,7381,4969,11216,6116,15879,6618,10904,6048,9359,7308,10917,7633,12399,10438,12746,11012,12347,11868,11197,12865,12376,16980,12864,21798,12130,14623,7754,12656,4030,11476,2172,9377,1328,1190,897,17,133,0,0,0,0,0,0
5호선,송정,34,0,4013,1259,8387,4111,21202,6976,21768,13258,13220,8007,9864,6561,8764,6771,8504,7033,8516,7340,8385,7604,8531,9310,10046,10132,12197,12711,13809,18836,7480,16300,5377,10326,5148,8592,4196,8131,1701,5844,21,555,0,0,0,0,0,0
5호선,마곡,1,0,2066,1491,6601,5813,21829,10976,20441,35709,10424,22619,8348,9849,8051,6893,7615,7468,8680,8509,9277,7905,10695,8200,16025,9076,20926,10134,29694,17055,12535,15177,8082,7879,6391,6560,4138,6923,1754,4350,13,582,0,0,0,0,0,0
5호선,발산,2,0,3453,2482,8859,13943,25933,31262,25894,100938,14903,52170,13860,24023,16288,21447,19788,22572,21198,22883,22723,20240,28574,19865,34965,21561,55484,26247,76704,40950,36083,33974,26139,16597,26823,13052,21872,10974,7025,6467,23,1109,0,0,0,0,0,0
5호선,우장산,0,0,5742,853,21463,4273,55699,16688,53942,25372,26782,13674,18783,11362,18590,11970,18942,13113,18703,15653,16761,16307,19605,18838,22668,22397,22177,26850,19293,50643,11758,43032,8867,23238,7478,20509,6061,20367,1763,12592,11,796,0,0,0,0,0,0
5호선,화곡,82,0,20876,1616,39844,10163,117120,13801,142892,27059,65259,24507,38367,16363,32803,17607,33485,19778,31715,23168,27101,24617,26724,31810,30769,40460,33962,56478,35461,113806,21919,92256,16247,53771,14000,44745,11280,44084,4137,26530,6,1610,0,0,0,0,0,0
5호선,까치산,103,0,23970,1623,42311,8718,126328,11650,153398,21713,72863,17295,40399,16891,34172,18982,34620,21680,32984,24437,28593,27948,26672,36541,28132,46468,29724,61062,31021,116385,20331,101127,15753,60285,12839,53506,10629,48983,4475,30297,16,1854,0,0,0,0,0,0
5호선,신정(은행정),35,0,11369,758,22890,4004,65175,7496,80436,12174,34277,7733,17180,6655,14135,6907,13959,7983,13335,8962,11141,10282,10519,13877,12241,17023,13468,23163,14737,44092,8063,36213,5876,21331,4491,19751,4212,18540,1297,12376,3,163,0,0,0,0,0,0
5호선,목동,1,0,7723,1281,21213,6049,62368,14392,72106,27525,32668,20660,20636,15168,19141,13375,19170,15132,19831,18122,17996,19128,18727,22113,20819,27791,24217,40600,28626,79633,16203,60197,12687,31428,12023,27453,14315,26663,3908,15523,0,269,0,1,0,0,0,0
5호선,오목교(목동운동장앞),5,0,4324,1692,15393,8643,49641,27529,55255,72546,27090,55091,18974,30178,20828,26929,22828,27522,24009,29639,25166,28433,28347,28791,33569,34235,44250,44258,70192,76503,37264,52134,37775,25526,27500,21340,26310,20244,7200,12185,1,93,0,0,0,0,0,0
5호선,양평,2,0,1988,810,6347,3937,23219,8518,25143,39798,10158,15229,6616,5888,6076,5153,6239,5031,6568,5673,6093,5443,7062,6220,8263,7200,13147,10154,33370,20974,10064,15490,5725,8007,4867,7650,3406,7555,1357,4500,0,34,0,0,0,0,0,0
5호선,영등포구청,3,0,1035,488,2348,1971,7201,5280,11048,21586,4659,9754,3267,4526,3616,3484,3515,3304,4226,3782,4105,3849,4528,3859,5299,4104,8056,5688,19203,10857,6741,6334,4101,3584,3495,3112,2716,2933,1092,1875,0,4,0,0,0,0,0,0
5호선,영등포시장,2,0,2305,1023,4998,6052,17812,12495,24516,34450,11460,19275,8209,11975,8754,10956,9781,10316,10357,12800,10781,11370,12094,10593,14813,10768,19827,13096,30755,24622,13928,15763,9124,9211,8038,8122,6243,7415,2274,4753,1,37,0,2,0,0,0,0
5호선,신길,60,1,1774,465,3291,2381,11334,4906,17318,14719,6253,7399,3065,2368,2891,2469,3173,2583,3471,3376,2792,2909,2828,3275,3950,3976,6189,7019,12538,14439,4886,8678,2684,5572,2856,5659,1973,5558,903,3458,0,69,0,0,0,0,0,0
5호선,여의도,4,0,2197,2347,3773,26664,9381,131196,13679,207809,10380,67492,10035,22135,15124,21247,14100,19704,17848,21692,20681,17964,27259,16115,35981,16774,110812,20513,169500,30614,57854,16260,38147,8712,37078,6835,24496,5987,6987,3691,3,3267,0,0,0,0,0,0
5호선,여의나루,18,1,1350,1451,2530,11189,5092,31209,7557,60695,4572,15555,4345,6638,5323,6550,6022,7767,5428,10019,8090,11520,10824,13055,15312,15624,33492,19526,51677,25180,23873,19497,23028,11303,29469,6751,28000,4071,10707,2134,13,492,0,0,0,0,0,0
5호선,마포,17,0,2297,1499,7573,8244,25261,24034,33742,70543,16178,33977,12011,15917,11915,14045,12691,12389,15440,13897,14044,12207,15577,12773,17857,14901,30910,22632,61065,42866,22169,25819,17373,13465,18873,11105,14357,10092,5300,5909,15,1056,0,0,0,0,0,0
5호선,공덕,19,1,2027,880,5298,7484,19530,32068,27219,82942,12900,41264,9185,14396,11019,13024,12489,12080,14193,13110,14063,12503,15117,12172,21299,14337,35983,21929,68164,43512,26145,23184,17890,11166,19201,9808,15097,8764,5601,5629,22,550,0,0,0,0,0,0
5호선,애오개,8,0,2043,516,5490,3271,18546,9600,24627,30441,11686,12750,7410,6441,6989,5586,7182,6005,7775,7003,7493,6979,9430,7640,8867,8012,12300,11268,25128,21199,8069,13881,5898,8003,4755,7226,3720,7312,1251,4375,1,2133,0,0,0,0,0,0
5호선,충정로(경기대입구),16,0,1069,245,2187,1837,6111,9327,8190,35311,4536,18451,3592,4830,4102,3651,4622,3717,5007,4722,5132,3933,5228,3745,6540,3727,13243,5219,31998,8141,8660,5452,5455,3505,4357,3635,3330,3508,1132,2218,3,154,0,0,0,0,0,0
5호선,서대문,11,0,2620,1416,5749,14827,16781,57936,21098,148083,14606,40232,13232,17911,16138,14254,15608,14097,14754,17448,17718,13869,21113,12650,30462,12039,48496,16202,113056,23564,30166,13940,21653,8755,18552,8316,12699,7401,4268,4553,7,418,0,1,0,0,0,0
5호선,광화문(세종문화회관),12,0,1038,801,3038,23866,8725,89075,12847,281045,10785,110423,11364,37567,16674,36583,19773,30873,26802,34550,30060,29089,35535,24438,46791,23905,100619,29728,219728,39820,79450,18952,53172,8121,55806,5936,40822,4863,13553,3052,4,250,0,0,0,0,0,0
5호선,종로3가,10,0,1062,418,1839,5899,2980,15184,3725,40958,3975,34426,5256,24112,8473,24300,11754,23215,14738,23178,17146,20967,20057,18891,24692,19003,34733,19723,52838,24883,30218,13914,25064,5940,29143,4206,24461,3236,9396,2230,4,283,0,0,0,0,0,0
5호선,을지로4가,0,0,302,351,660,5339,1191,16464,1634,43358,2181,19370,3090,11012,4379,9022,5136,7868,6346,7316,7557,6703,8543,5828,10173,4952,21210,4392,35109,4488,16945,2312,8703,1209,7085,1030,5063,662,2037,431,0,48,0,0,0,0,0,0
5호선,동대문역사문화공원(DDP),1,0,234,259,517,2664,741,9232,1409,31025,1131,10375,1382,3449,1807,2612,1389,2248,1665,2494,2316,2283,2750,1939,3508,1795,10110,2166,20624,2295,7814,1340,3727,727,2985,672,2603,595,812,528,3,51,0,0,0,0,0,0
5호선,청구,5,0,1512,277,2911,1763,6894,4037,10646,15040,6521,7639,4569,3641,4310,3194,4512,3468,4648,3602,4517,3757,4812,4203,6242,4914,7458,6182,13187,10050,7967,7114,4884,4445,4216,3914,3003,4340,1393,2817,7,191,0,0,0,0,0,0
5호선,신금호,12,0,2664,340,6656,2705,21647,10120,27702,11305,13746,5949,7860,5016,6744,4958,7042,5392,6962,5980,6213,6616,6944,8064,10703,9313,8755,13455,9606,23950,6520,17415,4689,9912,3711,8707,2523,8603,1016,5414,21,531,0,0,0,0,0,0
5호선,행당,3,0,4161,798,11698,2832,32248,5180,42782,9033,19539,6529,11483,4995,9699,5277,9904,6764,9226,7306,8555,8081,8379,9300,8403,11719,8991,16740,9989,31363,5900,21553,4597,12399,4128,11443,3436,11233,1024,6044,15,427,0,0,0,0,0,0
5호선,왕십리(성동구청),39,0,2129,388,2217,2265,5778,5380,8947,17795,4576,7740,3974,5355,4157,5458,4820,5823,5088,6488,5271,6746,6151,6754,7213,7296,9705,9596,13565,15454,8424,9735,7004,5038,7114,4398,6543,4183,2915,3136,24,1385,0,0,0,0,0,0
5호선,마장,1,0,2454,683,5611,3340,15839,6506,20609,15565,10689,6623,7019,5587,6239,4993,6704,5839,6533,5477,6390,5357,6889,6265,7783,7344,9760,10367,11676,16607,6926,11803,4751,7038,4029,6385,3562,5983,1307,3768,13,429,0,0,0,0,0,0
5호선,답십리,2,0,8692,1101,18215,7376,56838,14159,75895,34759,32799,16991,18388,11564,15608,11421,17131,12172,16810,13547,15416,14494,15652,16809,17735,20410,24036,30027,32766,55906,17330,41183,11690,22158,9601,20659,7028,19520,2725,12027,41,1526,0,0,0,0,0,0
5호선,장한평,16,1,6897,1097,17261,11751,50048,22692,67407,65067,32240,30146,19245,16248,16892,14056,18086,14368,18307,15441,17768,15640,18585,18193,23521,22759,33002,31009,54798,59005,26178,42852,14680,24868,12446,20837,9901,18704,3798,10528,28,1684,0,0,0,0,0,0
5호선,군자(능동),29,0,7222,885,11186,5757,33115,7123,48152,21646,19955,14115,11068,9514,10713,9145,11756,10347,11593,11417,10550,12311,10896,13984,12840,17122,16297,26382,20885,49424,13486,36098,10211,19171,10653,16741,9768,16246,4247,11185,14,5901,0,0,0,0,0,0
5호선,아차산(어린이대공원후문),4,0,8336,1579,16015,5971,44018,12408,59350,23864,29313,19831,18279,17193,17057,15156,19006,15756,19667,16264,19169,16059,20017,18776,22244,23270,24060,30997,24842,51708,16174,39226,11434,22992,10622,19652,7927,17822,2590,11179,1,480,0,0,0,0,0,0
5호선,광나루(장신대),5,0,5049,2096,16203,8226,39115,15387,47188,28801,26339,19254,16408,15586,14814,12080,16250,12597,17024,13031,15728,12942,16551,14290,20664,17888,22781,23461,30452,37642,14677,27643,10316,17307,9342,15388,7313,14248,2314,9389,0,236,0,1,0,0,0,0
5호선,천호(풍납토성),26,1,6926,1297,11296,12765,27337,19215,31863,36951,20427,34169,18824,24826,20886,24979,23769,25034,25033,26680,25926,27130,29738,28031,33628,31550,39843,40190,48350,59229,34859,44218,33146,23914,25288,20581,19555,17970,7786,11202,8,966,0,0,0,0,0,0
5호선,강동,59,2,11372,1138,22577,12195,67132,28914,81681,50163,40992,26434,25882,16999,23306,15641,24315,17036,23330,19381,22817,19140,23415,20680,27122,25632,41659,33527,55380,55709,25668,46294,15847,26488,13114,25128,9787,24904,3205,16762,11,1880,0,0,0,0,0,0
5호선,길동,7,0,4341,420,8720,3346,22259,5721,26905,16460,13089,11259,9965,8110,9582,7965,10126,8269,9985,9270,9302,9352,9419,11051,10685,13100,12329,15811,15625,26545,8390,22055,5859,12465,5359,8996,3694,7629,1107,5561,9,844,0,0,0,0,0,0
5호선,굽은다리(강동구민회관앞),2,0,6111,519,12463,2537,35973,5274,37788,12139,19592,8038,12264,7001,10896,7026,11417,8344,11190,9243,9936,9819,9743,11257,10366,13981,12146,17970,13368,30676,7261,27872,6051,14915,5537,13706,4204,12207,1046,8745,9,1401,0,0,0,0,0,0
5호선,명일,1,0,4480,469,13036,2640,38081,5964,33560,11138,14749,7216,11432,6924,10631,6795,10601,7264,9895,8275,8879,9098,9054,10650,10076,13596,12112,18500,10087,32713,5641,33374,4669,14019,4513,12697,3371,11787,870,7362,7,1239,0,0,0,0,0,0
5호선,고덕,3,0,3519,1313,13698,5094,31604,13027,26699,14142,13258,8459,10533,8077,10888,7396,10525,8245,9871,9995,10519,9725,10918,10277,16596,11712,15722,14938,12826,28090,6875,28112,5730,13488,5244,11577,5155,10477,1194,6631,3,1079,0,0,0,0,0,0
5호선,상일동,14,0,9194,1166,37578,10606,114346,12375,86603,19450,35738,9686,23062,8242,19209,9963,18734,11345,17825,12677,15217,14414,15236,16722,21708,22057,24890,30723,22203,62962,11176,67344,7994,34879,5961,28993,3924,26607,1012,18342,0,3158,0,0,0,0,0,0
5호선,둔촌동,1,0,3861,520,8958,5054,24763,9883,26612,20249,13237,11192,9970,8226,9215,8452,10231,8747,10125,9211,9628,9581,10588,11098,12485,13361,14790,17398,19533,27637,10474,21632,7465,11238,7148,9191,5497,8667,1788,5783,1,18,0,0,0,0,0,0
5호선,올림픽공원(한국체대),3,0,896,824,5743,4192,12277,7230,11020,8847,6626,4542,4921,3649,5123,3719,5024,4237,4966,4246,5092,4196,6361,4471,7788,5034,10053,6223,9487,8778,4638,7476,3140,4491,2354,3648,1876,3500,536,2332,0,223,0,0,0,0,0,0
5호선,방이,2,0,2301,837,7347,3848,19692,8180,16841,23555,9408,11546,7520,6805,7402,6524,8052,7761,8487,8934,8081,8697,8795,9130,9571,12064,11909,15397,19402,21084,10316,16477,7829,8980,9170,7028,9343,6596,1678,3934,2,683,0,0,0,0,0,0
5호선,오금,0,0,1226,348,2784,2367,9969,8858,8794,20102,5104,6446,4105,3594,4038,2913,5080,3220,4561,3313,5155,3279,5292,3634,5853,4143,8652,5264,14932,7919,4757,7279,3386,3969,3140,3514,2339,3430,693,2536,1,423,0,0,0,0,0,0
5호선,개롱,0,0,3642,921,8341,2897,25348,7101,21218,14012,10816,8164,8078,5058,7549,5103,8037,5956,7827,6348,6890,6901,7505,8280,9390,10271,10824,13120,12509,19629,5793,20339,4530,9941,3887,9328,2625,10016,840,5876,4,1081,0,0,0,0,0,0
5호선,거여,0,0,4773,600,10471,7006,33668,7609,28183,15817,14352,8161,9610,5916,8312,5450,9007,6621,8548,6830,7926,7721,8618,10061,12565,11765,13694,14094,14112,21573,6333,22046,4471,11344,3836,10211,2557,10619,785,6347,0,1028,0,0,0,0,0,0
5호선,마천,1,0,5136,231,9117,4499,22793,4420,20420,10478,9937,6723,6904,6114,6157,5085,6809,5415,6141,5489,5988,6033,5998,8103,7399,8750,8304,10342,8517,15433,4009,15159,2803,8780,2417,7505,1273,7795,328,5172,3,972,0,0,0,0,0,0
6호선,응암,23,0,11537,1456,24810,5534,70569,10173,84061,17299,40781,11864,24560,11587,21057,13083,21783,14435,20898,16010,18806,17358,18111,22727,19667,26513,20293,38482,21480,69531,12817,59985,10140,36692,8785,28722,7335,27429,2499,18780,2,1371,0,0,0,0,0,0
6호선,역촌,0,0,2156,228,5535,1947,14693,2934,16477,7610,8098,3615,5261,3677,4587,3990,5086,4259,5218,4478,4499,4317,4229,5133,4298,6549,4738,8813,5120,16083,2823,14200,1939,6773,1731,6712,1318,5994,518,4682,0,6,0,0,0,0,0,0
6호선,불광,6,0,1540,276,3622,2246,10872,3733,11599,7547,6252,7262,5244,5609,5979,5955,6581,6281,7139,6494,7850,6854,8250,7308,9537,8406,9781,9781,10318,15909,6674,12051,5279,6174,4676,5488,2940,5152,835,3690,4,119,0,0,0,0,0,0
6호선,독바위,11,0,2048,316,4879,973,13975,1860,13234,3332,5977,3495,3765,3444,3482,2854,3495,2610,3263,2924,3172,2735,3215,3651,3424,4639,3162,5816,2683,10628,1697,10452,1226,6030,977,4750,738,4833,338,3690,1,471,0,0,0,0,0,0
6호선,구산,2,0,4923,156,10524,2100,28265,6252,32400,7772,16039,4749,10166,5024,9215,5040,9246,5523,8494,5831,7761,7040,10106,7650,9165,9806,9193,11919,8632,17667,5259,18612,4011,9346,3697,7838,3477,7076,909,4299,2,617,0,0,0,0,0,0
6호선,새절(신사),0,0,9884,676,19509,4160,54003,8024,61885,14732,29685,8987,17983,8383,15776,8997,16130,11025,14853,11631,13821,12936,12854,15609,15414,19384,14900,25930,15304,46974,9748,40879,6820,23581,5887,20233,4811,19694,1617,12986,1,3471,0,1,0,0,0,0
6호선,증산(명지대앞),9,1,7919,952,15234,3882,39773,6074,46573,10213,24158,7150,15346,7009,13014,7347,12881,9357,12205,9234,11292,10855,10466,12754,11360,16807,12137,21389,12769,38574,8034,34070,5836,18597,4932,18997,3846,16210,1488,9479,6,1576,0,0,0,0,0,0
6호선,디지털미디어시티,81,2,5608,3330,13678,10488,39344,27352,44232,69923,22308,28043,12488,11303,11327,9330,11313,9478,10863,10892,10315,10601,11272,12470,16240,15679,28609,22880,49487,38805,21954,29674,10889,17354,8813,15487,6649,14883,2634,8539,59,1961,0,1,0,0,0,0
6호선,월드컵경기장(성산),3,0,1195,1162,2677,3101,8921,5138,10807,8586,6164,7971,5352,7691,5641,9097,5891,9093,6414,9924,7717,10195,9530,9926,12373,8561,12040,9119,11247,12282,7574,10098,5341,5629,5568,4047,3788,3542,1093,2128,3,226,0,0,0,0,0,0
6호선,마포구청,8,3,6399,1625,13617,7392,39334,14143,52470,34780,29330,16007,18057,10924,15549,10148,15475,11845,15641,12680,14640,12909,15343,14900,17097,17611,21470,21686,35458,38021,16525,30555,11211,18425,11496,16527,8751,16212,3525,10255,3,322,0,0,0,0,0,0
6호선,망원,14,0,5240,961,10035,5243,26822,8090,36968,29272,22530,28209,15662,19001,15171,18062,16381,22256,17016,23047,17240,24752,18290,24050,20719,29515,24691,31868,34572,48727,23265,36546,19039,18333,20077,15683,17620,12947,6784,9755,0,16,0,0,0,0,0,0
6호선,합정,11,0,3600,1209,5610,6622,13590,15938,20243,43550,13891,24215,10099,15230,10938,14825,13018,16666,14060,17144,15415,16883,16830,17023,19602,19047,27381,24546,45296,37268,27062,26406,21827,13109,26346,10619,24236,9246,10783,7743,2,99,0,0,0,0,0,0
6호선,상수,6,1,1798,891,3803,3062,8723,6262,13011,24828,8155,18928,5753,13126,6149,12408,7958,13127,9048,15841,9576,13798,10363,14247,12912,14343,17635,19031,25846,26201,17286,19362,14388,10280,15911,7660,15770,6793,8192,4758,2,140,0,0,0,0,0,0
6호선,광흥창(서강),8,0,2760,1258,6724,4772,17891,16576,22538,38180,13899,18017,10041,9036,9712,7564,9944,7910,9524,8302,9339,8429,10969,9218,12208,10260,18255,12773,32763,20388,14380,15539,9200,9322,8595,8174,5855,8031,2190,4753,1,181,0,0,0,0,0,0
6호선,대흥(서강대앞),28,0,2338,848,5253,4142,13978,13063,18556,30683,11398,15859,8329,10472,7906,8044,9404,9567,9157,10225,9050,10241,10657,9133,13187,11614,17875,13204,24139,20810,11731,14212,8821,8272,9043,7196,8649,6775,2990,4770,7,237,0,0,0,0,0,0
6호선,공덕,85,0,4929,2050,7727,9907,20400,36751,27570,95704,18462,50330,14196,21318,16088,16571,16705,16237,19068,17312,19199,16624,22843,16974,28406,17107,47105,23600,84326,38987,34644,25508,24733,13408,25190,12490,20193,10677,8885,7462,76,2565,0,0,0,0,0,0
6호선,효창공원앞,3,0,2323,677,5185,4404,15099,6830,25153,21416,13692,11716,8003,6280,7132,6371,7636,6131,8008,6637,7791,6469,7872,7791,10219,8143,13129,10477,21022,17508,10399,12925,6296,7807,5387,7254,4216,6261,1696,4291,3,539,0,1,0,0,0,0
6호선,삼각지,2,0,1135,656,2817,4460,6827,12737,9349,23132,6506,8584,4587,4554,5160,4522,5823,4574,6720,4593,6532,4676,7942,4750,9267,5401,15873,6886,23055,10035,10361,6808,7190,4702,7315,4551,5871,4964,2709,3544,2,317,0,0,0,0,0,0
6호선,녹사평(용산구청),19,0,1082,301,1799,3989,4771,8919,7409,16161,5166,6899,4043,5129,4171,4403,4321,4965,4795,5265,5247,5507,6534,5060,8888,6552,10004,7316,15599,10552,8893,7716,7137,4732,7302,4030,6529,3792,3012,2350,1,276,0,0,0,0,0,0
