호선명,역명,4시승차,4시하차,5시승차,5시하차,6시승차,6시하차,7시승차,7시하차,8시승차,8시하차,9시승차,9시하차,10시승차,10시하차,11시승차,11시하차,12시승차,12시하차,13시승차,13시하차,14시승차,14시하차,15시승차,15시하차,16시승차,16시하차,17시승차,17시하차,18시승차,18시하차,19시승차,19시하차,20시승차,20시하차,21시승차,21시하차,22시승차,22시하차,23시승차,23시하차,0시승차,0시하차,1시승차,1시하차,2시승차,2시하차,3시승차,3시하차
2호선,낙성대(강감찬),45,0,12027,1896,26431,9389,81805,20759,125763,36141,78984,30551,37882,23250,30928,20579,32805,23189,33786,24897,29939,26997,31524,31781,33732,36985,40413,54223,48257,95751,28454,85382,21458,53081,20224,48272,16705,49566,6954,30319,1,692,0,1,0,0,0,0
2호선,서울대입구(관악구청),3627,18,29040,2689,44191,14223,129575,31027,184662,64441,117457,60936,62144,45260,53111,42039,57194,45193,59935,51705,54943,52612,58716,59283,66232,68143,73522,95588,87038,169987,53789,145162,45525,86016,46748,77196,43414,78020,17751,54795,3,7995,0,1,0,0,0,0
2호선,봉천,60,1,15453,1697,29010,7610,82322,13752,119493,25238,70604,20648,35738,18230,28328,18302,29561,19305,29097,21616,25394,24243,25204,31233,27625,34767,29018,49955,33043,85312,19852,71323,15795,43248,13968,39989,11427,38843,3756,23716,3,455,0,0,0,0,0,0
2호선,신림,298,12,40615,4687,77403,20999,207033,33380,310092,60572,179708,51013,90297,40571,71898,41458,75653,47044,72526,54526,66273,61045,63807,77939,72676,91429,79558,132650,85342,245737,56606,218665,48334,132866,47300,122887,42305,116885,18708,83173,5,484,0,0,0,0,0,0
2호선,신대방,159,0,26144,2337,36287,9742,89914,18397,128616,33926,75704,20880,39498,16169,30298,16928,30534,19547,28937,22000,25235,25045,24615,33709,28164,38675,32894,56368,41296,91743,23863,78867,17236,51599,13597,54005,10334,53001,4494,33720,0,84,0,0,0,0,0,0
2호선,구로디지털단지,314,16,39040,7350,52684,24898,140382,78009,182178,249403,110506,156227,60413,57696,51521,43560,54949,42219,58364,49113,52864,50967,56175,60207,68394,65886,121465,100213,223833,159296,114547,131162,64254,80492,53042,77878,43298,77265,16384,49387,3,220,0,0,0,0,0,0
2호선,대림(구로구청),659,12,34441,3626,29030,12041,66491,23315,92426,59317,60191,37745,32926,28112,27940,26364,29564,25875,28613,26839,27303,27663,28289,35820,31682,38241,42075,56670,56023,72557,29200,53289,20065,37226,15563,46258,11737,45972,5271,22250,5,845,0,0,0,0,0,0
2호선,신도림,3514,28,36486,5280,49884,19094,134346,41482,134678,113065,83564,68861,53092,57701,49488,52197,56233,55964,59131,59247,59120,57218,60758,63530,69327,73029,92382,98585,127951,164841,75687,126178,61744,71517,62514,63512,44858,65708,19193,46851,49,13686,0,0,1,0,0,0
2호선,문래,6,3,3555,1713,13158,10165,42221,34427,43556,121526,24599,58486,17238,21208,16355,17802,18547,18428,19247,20285,20115,19579,21608,19728,27325,21924,48488,29415,104960,52482,37405,38712,23950,20476,23833,17674,19715,16851,7929,9532,5,758,2,2,1,1,0,0
2호선,영등포구청,26,4,5851,3042,13446,12947,42082,35786,45502,124054,28017,52972,20641,25784,21558,21219,22344,22317,23709,23540,24550,22347,26943,23012,33103,25183,50540,32094,106280,53293,36179,36494,25719,20835,24953,19284,18814,18689,6836,12507,4,829,0,0,0,0,0,0
2호선,당산,64,5,6548,3728,17255,13837,46942,29864,55717,82247,32709,41189,20494,19446,19500,16654,19783,18455,20497,20508,19587,20036,20290,22522,25028,27168,38419,41604,64489,73502,29326,51138,21622,31108,22291,28621,20204,26576,8440,18105,6,713,1,1,0,2,0,0
2호선,합정,127,0,8012,3208,17177,14659,42849,34036,54729,95813,34795,71017,24198,41636,24168,36783,28106,39451,31460,45662,33373,42137,35789,41023,42674,47207,63955,63368,109255,99509,65784,72088,51297,36828,59295,29044,58122,25352,24926,19295,24,1172,0,0,0,0,0,0
2호선,홍대입구,488,4,15829,3808,23002,15246,58623,32475,71898,96304,45819,105221,33203,66506,37923,67354,44340,79107,53283,93364,55790,88778,65500,89966,81695,93607,105296,114935,141135,160272,105841,117590,98092,61013,116964,45558,118797,38481,48460,30016,253,5252,0,0,0,0,0,0
2호선,신촌,60,3,6585,2652,12503,14394,32808,35885,44827,76495,30682,90440,28447,54014,33398,47048,40913,51404,43187,57661,44087,50322,50886,46772,61550,47026,79349,62501,84767,93700,57254,65659,58517,32529,63869,26693,64363,23445,22962,17694,9,99,1,1,0,0,0,0
2호선,이대,51,1,2720,1668,6670,12151,18568,11339,24162,32253,13969,30009,10078,19074,11628,15614,16767,17829,17079,19856,15213,17185,17805,15398,25449,15899,33869,19519,30023,28600,18661,21632,15717,12281,15084,11091,12845,11011,3848,8493,5,68,1,0,0,0,0,0
2호선,아현,24,1,4498,1188,10349,7267,25975,13103,33337,22734,19456,11588,13469,9123,12237,8879,12559,9737,12318,10694,13962,11042,17208,12004,17584,13424,18890,18992,19347,27467,10832,22442,7815,13864,6212,13248,4280,12844,1615,8125,2,4,0,0,1,3,0,0
2호선,충정로(경기대입구),16,2,3221,850,6563,5558,15571,21217,20526,57683,13218,29355,9405,11905,9956,9836,10073,9091,10838,10961,11549,9806,12263,10169,14827,11183,24463,14448,48650,21150,16107,14980,10008,9496,9692,9372,7333,8522,2526,6032,3,134,0,1,0,0,0,0
2호선,용답,30,0,2282,248,3080,863,7559,1842,12349,3074,5519,1576,3543,1755,3186,2131,3282,2350,3519,2518,3239,2695,3113,3530,3496,4927,3892,5354,3489,9816,2116,6868,1512,4009,1236,4534,992,4408,429,3088,0,2,0,0,0,0,0,0
2호선,신답,1,0,1079,99,1891,671,6379,911,9530,2023,3855,926,1945,880,1708,992,1621,1186,1595,1376,1401,1530,1477,2043,1529,2761,1869,3891,2243,9098,989,6897,721,2915,538,3182,508,2502,156,1863,0,22,0,0,0,0,0,0
2호선,신설동,18,0,1107,502,1232,2173,2952,4992,5587,12962,3840,8446,3726,5829,4694,5804,5296,5584,6147,5802,6527,5371,7145,5180,7685,4176,10482,4618,11738,5204,4676,3733,2914,2216,2338,2029,1694,1814,585,1263,3,420,0,0,0,0,0,0
2호선,도림천,1,0,344,273,1036,881,3019,4696,2881,5557,1620,2007,1640,1358,1258,1084,2101,1495,1466,936,2051,1482,2535,1250,2272,1530,2913,1745,3379,2672,1936,2332,859,1337,678,1302,327,1061,175,727,3,70,1,0,0,0,0,0
2호선,양천구청,16,0,4523,879,11443,2019,32101,5143,27544,8972,15336,4810,8977,3963,8436,4375,8127,5261,8016,6344,6485,6470,6293,8434,7056,10365,7481,15353,8548,27875,3974,24417,2793,13841,2522,11568,2139,10687,783,7879,2,799,0,0,0,0,0,0
2호선,신정네거리,46,2,8023,1718,14427,5923,44162,4755,38922,11514,20731,7756,13287,6586,11213,7441,11583,8461,10963,9401,9539,10151,9521,13063,12162,15448,12896,22727,11431,42231,6922,33381,5160,17815,3981,15283,3416,14364,1273,9070,15,939,0,1,0,0,0,0
2호선,용두(동대문구청),19,2,1078,188,1264,1011,4729,2375,7516,6236,3589,3334,2937,2824,3274,2935,3252,2597,3363,3264,3309,3375,3553,3906,3715,3540,4504,4137,5753,7123,2474,5178,1598,2836,1355,2575,970,1916,302,1466,1,51,0,0,0,0,0,0
3호선,지축,7,0,1317,406,6306,2051,17318,2712,15838,2730,7665,1670,4765,1869,4503,2380,3927,2689,3754,2899,3284,3128,3691,3798,4008,5023,4738,6529,3684,14263,1942,11169,1349,7483,990,6053,680,6351,233,3309,1,0,0,0,0,0,0,0
3호선,구파발,126,8,9521,1577,31505,9363,87692,23517,83306,28565,40440,25542,26300,23765,24293,20101,24579,21450,24198,23120,24231,23085,27326,23749,31209,28639,33469,37802,30859,66703,18687,60982,14882,32682,13677,29606,11576,23515,2559,24105,5,2559,1,4,0,0,0,0
3호선,연신내,237,6,27217,2077,51584,12151,139672,25148,159377,33884,85087,34028,55266,33012,49025,33036,51237,34489,49114,38083,47083,41642,48171,49955,51612,61532,52206,79962,48312,134737,34993,126845,28715,67832,25698,63723,22623,55305,8083,41160,14,2598,0,0,0,0,0,0
3호선,불광,31,2,9232,897,19161,5736,51317,10662,60398,32553,32044,31079,21773,23865,20415,20889,20888,21971,22190,23009,21549,23314,22009,26012,23684,29901,27794,36490,30877,56505,18116,47453,13841,27921,12258,22338,8612,20724,2699,13727,9,421,0,0,1,1,0,0
3호선,녹번,13,1,8465,1338,22376,8477,60598,8040,66488,17915,35613,9507,20458,8379,16167,8515,16705,9422,15305,10657,13926,11388,13531,14083,15874,18935,18707,25901,19154,49388,9300,45093,6759,25009,5406,22103,4301,20450,1242,13124,0,109,0,0,0,1,0,0
3호선,홍제,62,2,9277,1604,22071,9077,60491,11685,69340,25780,39504,18818,27127,16084,24415,14916,24594,16463,22756,17909,21011,19429,21720,23834,24970,27719,27547,35234,27345,57941,14805,51044,11202,28484,9362,25810,6458,22155,2170,15196,1,2,0,0,0,0,0,0
3호선,무악재,28,2,1868,258,5125,1709,14363,3029,16551,5752,9296,3235,6175,3222,5052,3227,4887,3363,4586,3849,4026,4079,3991,4812,4263,6104,5423,8310,6293,14281,2998,12414,2196,7823,1798,6747,1410,6274,548,4423,0,0,0,0,0,0,0,0
3호선,독립문,139,2,5189,732,6351,5492,15850,15332,18949,20570,13428,13005,10876,11302,9778,8484,10842,8330,10385,9322,10609,8503,11349,9589,14389,10649,13479,13417,15943,16678,7992,14202,5648,8179,4585,7596,3091,7445,891,4319,2,4468,0,2,0,0,0,0
3호선,경복궁(정부서울청사),52,9,2593,1335,5752,13747,13425,44374,18418,107267,17009,47848,13069,25337,14554,22569,15617,21281,19429,22799,22239,20385,27812,18814,34804,19582,51699,22914,93076,29439,37742,19922,28178,10976,29636,9398,21464,8665,6834,5783,9,324,0,0,0,1,0,0
3호선,안국,13,1,1816,1607,3214,20553,5574,103458,7985,101514,7156,52178,8817,28938,11274,27169,15990,24512,18015,25607,20406,23988,28170,20080,40222,18941,93842,18700,104068,19645,39765,9882,31155,5228,29313,4233,17832,3790,4821,2719,2,65,0,0,0,0,0,0
3호선,종로3가,11,1,642,823,1058,5628,1642,14879,2054,46990,3223,46288,4916,29392,7770,20571,8707,20658,9931,19003,12191,18357,15823,17148,17742,14264,27415,14333,51677,15002,32185,8233,15653,3496,17233,2605,13521,2052,4546,1628,11,179,0,0,0,0,0,0
3호선,을지로3가,7,0,568,962,951,8739,1804,33869,2543,75576,3500,35138,4619,15303,6099,12625,7050,11062,9333,11596,11046,10154,12851,10072,16108,10120,35862,11830,67626,14762,27784,8542,17209,3560,16760,2405,14307,1585,6243,1441,4,160,0,0,0,0,0,0
3호선,충무로,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,5,0,5,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
3호선,동대입구,9,1,1261,1168,2216,8435,4749,14602,6692,46766,5409,23750,4611,14219,5818,11683,6614,10047,7936,10601,10519,9322,11126,7758,15048,7771,33747,9413,31272,10894,14338,6713,10258,3977,11359,4090,9407,3331,2618,2236,0,422,1,0,1,1,0,0
3호선,약수,126,3,6104,1148,10703,6173,25426,16982,38383,33570,24935,19754,16944,13536,15651,13068,16839,13186,17114,14369,16695,14979,19087,16351,19864,19726,23964,26322,32261,39964,17557,27890,13657,17581,13795,16197,10924,14456,4131,9000,13,2521,1,1,1,1,0,0
3호선,금호,27,10,4749,672,10462,2891,26959,4616,36065,8533,22074,6701,13056,6069,10943,6225,10498,7066,10475,8222,9081,8710,9040,10963,9867,13707,10639,18365,11121,29315,7367,22105,5539,14828,4708,12543,3653,11917,1280,6862,0,0,0,1,0,0,0,0
3호선,옥수,284,19,3412,1100,9378,4757,23836,7955,30914,14798,19732,10554,12940,7731,11676,8985,11454,9333,12976,11286,11759,11363,11820,13874,14120,15715,15826,22156,17637,34113,11393,25798,8908,16577,8092,14571,6096,14075,2506,7261,85,713,0,0,0,0,0,0
3호선,압구정,53,1,3201,2150,8605,22508,15725,46624,23794,141691,17069,147219,20049,66377,24997,49879,29381,41813,33646,46530,39785,43439,49267,38339,57584,37559,77941,46495,133702,56270,96723,33921,71361,15844,52295,12106,39877,10206,9953,5296,13,1897,0,0,0,0,0,0
3호선,신사,79,3,3512,1489,6016,19574,11068,43968,17220,114274,13510,130364,14619,62837,19021,42249,23305,42849,28118,46517,34171,45181,41166,42112,51417,42545,78896,49834,135151,72910,93596,42338,62206,18141,66642,12410,58697,9120,20005,6114,3,268,1,1,0,0,0,0
3호선,잠원,6,1,1595,653,6213,4769,15951,8197,20370,10268,12299,7034,7659,4901,7620,5192,7667,6264,7789,6952,7154,6723,7344,7642,9191,8598,11299,11463,11026,18379,7063,13861,4983,8430,4880,7691,3687,8243,1057,4617,0,38,0,0,0,0,0,0
3호선,고속터미널,80,1,4625,3298,6651,26884,24794,43054,39183,69899,39659,85754,37883,75680,48233,77728,57456,75361,64537,77083,69683,77550,80240,81912,90318,80140,112481,88239,120368,106471,99845,68463,113768,38001,72114,28299,54098,19864,17433,12202,9,447,0,0,0,0,0,0
3호선,교대(법원.검찰청),24,0,1331,646,3128,6466,7696,20669,10786,49365,8831,34405,9950,15699,12283,10710,13784,9688,16730,10529,19497,9916,22098,9313,24918,9216,39653,12215,68098,17202,28024,9891,21475,4668,23215,3554,24304,3212,6520,2581,4,27,0,0,0,0,0,0
3호선,남부터미널(예술의전당),66,1,2638,1269,8391,25572,26194,60174,38330,154584,29902,80333,27634,43046,30443,32781,30625,33021,35299,37267,36043,38429,41017,37057,47396,39025,84176,44602,139409,53654,64148,37441,41351,22084,37494,16782,28706,13104,8079,8322,1,78,0,0,0,0,0,0
3호선,양재(서초구청),82,2,5059,2830,14220,38116,32634,105007,42185,248214,29130,121872,25676,52544,28570,41939,32801,36115,38458,43237,40883,38374,48932,36867,58851,38778,111515,51126,206793,73433,95478,48674,60275,29198,57365,24394,41697,20656,11158,12927,7,1553,0,1,0,0,0,0
3호선,매봉,12,1,1622,469,6084,9433,14677,20951,16868,70604,12171,33478,9155,13196,9483,10982,9610,10075,10900,10278,12954,9695,14727,10004,17274,10086,31540,14082,63873,20325,23332,14274,14235,7975,14796,7018,10325,6761,2777,3899,6,503,0,0,0,0,0,0
3호선,도곡,28,2,1128,347,3700,4030,8672,14056,10620,20975,6518,15886,4861,7031,5166,5555,6290,6175,6549,6292,6628,5819,8021,5568,11144,5419,15417,7140,18525,9756,9717,8590,5952,4633,5473,4196,3900,4056,1096,2509,2,1822,0,0,0,0,0,0
3호선,대치,7,0,2587,700,11657,7616,25562,17147,22199,24046,12734,16182,9619,11572,9626,10400,11528,12285,12118,15349,12120,14638,15040,16155,15353,18115,22107,22401,25735,26622,16751,21836,12421,11345,13185,10481,25853,10046,2954,5929,2,20,0,0,0,0,0,0
3호선,학여울,1,0,483,222,1539,1871,3958,3489,3814,7836,2627,5251,2168,4265,2511,3591,3071,3635,3515,4002,3655,4020,4629,3598,5035,2693,6570,3055,7352,4194,3256,3483,1957,1962,1879,1745,1344,1795,247,1087,0,4,0,0,0,0,0,0
3호선,대청,16,0,3572,1167,10324,7443,27001,15043,30106,22856,16543,13575,12707,7769,11476,7700,10931,8477,11973,9323,13064,9515,16717,11125,16110,12121,20534,15743,24051,23951,11792,21367,7361,13858,6132,11886,4331,13153,1302,7712,0,118,0,0,0,0,0,0
3호선,일원,4,0,1982,1453,8306,8134,22739,28035,20821,23451,13513,16020,13099,14191,13555,9639,13373,11021,11987,12620,12869,10943,16959,10076,21037,8651,29186,11533,15164,17272,8483,15207,5903,9613,3764,8699,3002,9631,868,4699,3,64,0,0,0,0,0,0
3호선,수서,264,4,4701,1850,12577,14380,33429,31789,41214,52095,26162,30165,23851,19801,19298,15732,22922,18756,22615,19099,19107,19431,26038,21951,30003,24376,36507,30177,49670,44140,23298,34424,20846,23078,14422,18035,13041,18897,4134,8979,6,993,0,0,0,0,0,0
3호선,가락시장,8,1,2523,699,7255,5361,20346,10725,21864,30522,14542,16035,12084,10612,12197,10084,11884,10188,11933,10835,12074,11241,13141,13106,14264,13430,17854,16844,29528,23684,12751,17561,9344,11376,8683,9443,6611,8622,1863,4838,1,1293,0,0,0,0,0,0
3호선,경찰병원,9,0,2611,143,7213,3253,21477,8154,25569,29440,14851,14350,10439,8703,8878,6765,8869,7717,9508,8754,9005,8204,9252,8178,9629,9092,14672,12325,20752,20102,6892,16749,5579,10814,5506,8110,3623,7921,813,4508,0,1024,0,0,0,0,0,0
3호선,오금,7,0,3206,5,7734,1943,26402,5859,30025,14577,14107,5897,8034,4394,6776,3934,7286,4627,7386,4943,6214,5115,5710,6683,6754,8366,9816,11728,12348,20385,5004,14741,3613,10718,3063,8455,2401,9215,548,5400,2,1653,0,0,0,0,0,0
